customer_tweet_id,golden_customer_text,golden_intent,retrieved_customer_text,retrieved_gloCare_response,similarity,retrieved_customer_tweet_id,relevance
2395492,@145588 @7693 @117627 @GloCare Please to inform you @117627 &amp; @145588 that your data connectivity in Apete by Yidi Road is worst that has imprisoned me and outcast my update on news as the data network needs 2b improve in d area please to allow me enjoy my data,network_issue,"@117627
@glocare
@8205
@145588
@7693
 You may invite him via 08165886572, @108326 or __email__. Thank u.",@787765 @117627 we will get in touch with him~ OO,0.2383868712224722,2829685,0
584005,"@GloCare my mobile #08159821678...I just recharge 1400 - was goin to load anoda 1100 so I can activate d (5gb) 2500 data plan, pls is there anything u can do to help?",data_plan_issue,@GloCare is there anything I can do to enable me make free calls to all cug users?,"@404154 Hello Philip, you can only call lines in your close user group for free,if you use a cug line. You'll be charged for calls to other lines.SO",0.3102418095608606,1210543,0
2636639,@GloCare This is the sub I did (the first one) only to get 1636mb. Please! Whats up.?.?! https://t.co/A50adS4T5F,data_plan_issue,@GloCare please whats your 4G help line?,"@153134 Hello Papi, please dial 400 help desk  for 4G  assistance.  TT",0.2717906830998363,161005,0
1000324,"@GloCare Hello,
I just cleared my BMC account of #200 but few mins later I was notified again to still be owing.
Pls can you run a check",recharge_or_airtime_issue,@GloCare hello,@206561 We apologize for the delayed response.. How may we help you. UO?,0.1898981769489496,381911,0
2651040,"@GloCare That was the response. Do I have to keep recharging, or what? I don't get it please.",bonus_or_promotion_issue,@GloCare @117627 08116238635 do I have to shout on Twitter to get response.,@659902 @117627 A check on your line does not show any deduction of such. Kindly give us the date(s) deductions were made. CA,0.2772840114035207,2267324,0
1553142,@GloCare I wish to why I was deactivated from using the *200# package. I never knew when I stopped from using it,account_or_general_support,@GloCare @117627 It seems like you have deactivated me from using my data from 7pm till next day. This is not fair as I can't use my data,"@206799 @117627 Hello, we empathize with you. May we know the error message you get? PE",0.2064111380919862,1123741,0
2330344,"@GloCare Hello glo, your I bought your sim, but it charges me me too high almost 30 per minute, airtel charge me less than 8naira per minute, what should I do to get good rate? I can’t deal with this high charge.",voice_or_line_issue,"@GloCare @165622 @117627 I just registered my sim, but it says my account has been deactivated. What should I do?","@165633 Hello Titus, may we have your number for clarification. Thank you. SO",0.1787441556158903,209685,0
395956,"@GloCare 
Hello, can we plz have some reprieve to network quality in Graceland, Zaria, Kaduna State? 
It's embarrassingly slow n unstable.",network_issue,@GloCare hello,@206561 We apologize for the delayed response.. How may we help you. UO?,0.2234029942904149,381911,0
315466,"@GloCare @191307 Is there any 4g site around Egbeda, new Ife road Ibadan?",network_issue,@GloCare is there any new code to load Glo aside *123*?,"@216612 Afternoon Balogun, Please call 123 and follow the prompt to recharge.  TT",0.3247450381578362,427203,0
658682,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,data_issue,@GloCare november 22nd,@145165 Record shows the link used PAYU data to connect and also dialed bank USSD for transactions.  TT,0.327177842890871,129462,0
988312,"@GloCare haba, my glo 4g lte wanna kill me this month since i subscribed. It doesnt go again, im tired pls help 😩😭😭😭",data_issue,"@GloCare im trying to get the bonus on my existing glo number but its not going through ,,pls help me i wanna benefit from this bonus ,, thanks","@135259 Hello Akorede, may we have your number for clarification? SO",0.1751969235092658,89010,0
46773,@GloCare As a matter of fact I didn't download any song So please deactivate any caller tunes and VAS or song as a matter of urgency .thanks,unauthorized_charge_or_vas,@GloCare wrote a national song for Nigeria. Its a peace song.I want Glo to be the sponsor of the song.Am Bernard eniyome,"@119035 .......or send soft copy to __email__

SG",0.3037887038382014,1971123,0
1157088,@GloCare pls i want to remove a no. From glo gifting how do i do that,data_plan_issue,"@GloCare pls i want to tranfer credit frm my glo line, hw do i do dat",@574883 Hello Kafilah. Dial *131*Number*Amount* PIN# to share credit. To change PIN dial *132*00000*New PIN*New PIN# Default PIN is 00000. TT,0.4060773961608644,1931843,0
1199689,"@GloCare Your call cannot be completed at the moment, please try again later",voice_or_line_issue,"@GloCare Token cannot be generated at this moment please try again ,since yesterday","@691334 Morning, we suggest you contact your financial institution for assistance.  TT",0.5419125760773046,2723661,0
2092984,@GloCare pls my line got blocked while trying to input my code,sim_or_device_issue,@GloCare Pls,"@181727 Morning Samuel, the deductions on the line are for subscribed VAS services.  TT",0.3039017178054141,275089,0
1266230,"@GloCare I don't want messages about recharge to get bonus etc, it comes in every morning and it's really disturbing",unauthorized_charge_or_vas,@GloCare Pls how do I recharge to get 4x of the airtime?,@690467 Good afternoon Kazeem. Kindly dial *323*PIN#. FA,0.2000308702484788,2399517,0
670042,"@GloCare hey,i need help with my subscription...keeps redirecting me to dial *777# to knw more about data plans",data_plan_issue,@GloCare need help with a number,"@239334 Morning, may we know what the issue is to offer you assistance?  TT",0.3472708792595229,517517,0
2167982,The worst network you could ever subscribe to its data is @117627 @GloCare @117626. You have data but you can't browse.,data_issue,"@GloCare you guys are the absolute worst, you have no idea of the compromising situations you can put a person in. I’m disappointed. Idiots","@705178 Sincere apologies Del Rey,  kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. GA",0.2217009669655666,2463706,0
49737,@GloCare It's high time you pple should introduce social bundles/plan...,data_plan_issue,@GloCare It's 07053183442,@693916 May I know if you used a link or your recharged and dialed the code? Which service were you trying to get and what time did you dial the code? GA,0.2620274957197116,2414035,0
598439,@GloCare My number is 08118875122,account_or_general_support,@GloCare My number is 08054774973,"@431389 Hello Adeola, send STOP to 35184 to deactivate the VAS on the line. Also, send STOP to 2442 for full VAS DND.  TT",1.0,1334844,0
1371044,@GloCare dailed it and still d same thing here is my number 08074640384,voice_or_line_issue,@GloCare Here is my number 08159528679,@321551 Kindly dial *127*0# to check your data balance. You have been given the 100% data bonus.  View data details: https://t.co/GvxBuIxUZL  TT,0.4936085590451757,848053,0
2693389,@GloCare I don't appreciate being ignored and I'm losing my patience. what kind of stupid customer service is this?,non_actionable_or_context_required,@GloCare @117627  what kind of sms cost is this? https://t.co/SgvWXGpJhi,@482542 @117627 may we know your number so we verify and advise? OO,0.3061490092964031,2821664,0
