customer_tweet_id,golden_customer_text,golden_intent,retrieved_customer_text,retrieved_gloCare_response,similarity,retrieved_customer_tweet_id,relevance
16086,@GloCare it has become obvious dat my units are taken illegally. I recharged 300 last week never called for even a minute but yesterday...,unauthorized_charge_or_vas,"@GloCare , can you deactivate my glo radio please. It has become a habit of Glo charging me for what i NEVER subscribed for. 08055128099",@313484 We apologize. The complaint has been escalated and deactivated  Please send STOP to 2442. Thank you for your patience. UO,0.218343298620995,811995,2
793275,"@GloCare, i can't browse with Glo, but same setting, is what am browsing on Mtn, we love ur network more than other, kindly do something pls",data_issue,@GloCare  I can't browse with my line;08153379164. Urgent reply pls,"@614655 Evening Taiwo, the data plan on the line has been exhausted and there isn't sufficient credit on  it for PAYU data. Recharge &amp; subscribe. TT",0.2797545724181443,2078245,1
745771,"@GloCare I have made complaints severally on how glo deducts my airtym,yet nothing was done abt. I will never patronize ur useless network again",unauthorized_charge_or_vas,@GloCare wow.. Its the 3rd day... Yet nothing has been done... Do u even take these complaints seriously?? https://t.co/7GB9BK2E7D,"@163788 Hello @163788, We apologize for the inconvenience, our engineers are working on the issue. Please bear with us . Thank you. UO.",0.1901289285362209,384316,2
1258137,@GloCare network been switching off &amp; on. It has been completely off for a while now &amp; I can't even call customercare pls help 07053337908,network_issue,"@GloCare glo network has been completely off in potiskum yobe state,its 2days now","@432915 Hello Nafiu, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",0.2632623066115359,1836354,2
2764089,"Dear customer, your subscription of CHOLESTROL's gpa cannot be renewed due to insufficient balance. @117627 @GloCare CANCEL. I did not subscribe to it. #Fraud.",unauthorized_charge_or_vas,@GloCare cancel date renewal.,@153133 Please send CANCEL to 127 to stop data auto renewal.  TT,0.2217746896650435,160995,0
2651022,"@GloCare Hello. It's an office line, it's for calls only. I told you it does not support browsing. Kindly tell me i you can refund the airtime or not. This is taking too long",recharge_or_airtime_issue,"@GloCare @117627 the issue is sim replacement is taking too long, but kindly help us get some of ur CAs trained before handling cases with customers. some lack business etiquettes. I dont get fooled by this ""for quality and training purpose this call will be recorded"" Pfft😒cos some CAs are poor.",@220089 @117627 We apologize for the experience Marshall. Have a nice day and stay Unlimited!  TT,0.1774075508442489,443567,0
2330300,"@GloCare 08119242743,no network  bars atall, and wen it come back, i can't mk use it, and I just renewed my data,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom",network_issue,"@GloCare 08119242743,no network  bars at all, and when it come back, i can't mk use it, and I just renewed my subscription,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom","@674684 Hello Abubakar, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",0.8646211846910392,2330306,2
496767,@GloCare earlier this week i used the 2442 DND code given to me by one of ur agents nw am getting msgs 4 a service i didnt subscribe 4 with my airtime deducted 4 said service Again!!!,unauthorized_charge_or_vas,@GloCare One of ur agent has called me and the issue has been resolved.,@585688 Thank you for the feedback. Stay Unlimited. UO.,0.1633313184021394,1977870,0
2817931,"@GloCare Please check again, Firstly 400 naira was deducted, I loaded 100 naira, no deduction, 500 naira was loaded, and the last 100 naira was deducted, why deducting from the 1000 naira, and why is 20 naira still remaining",unauthorized_charge_or_vas,@GloCare I loaded 500 naira on Friday and 100 naira was deducted,"@785493 we apologize, please provide your number so we verify and assist ~ OO",0.5858771816338761,2817934,2
2159663,"@GloCare The number is 08050630693, HTC M8, Igbeti in olorunsogo LG OYO state, 3G network failure and also kindly note that we experience incessant network outage due power failure ( some times 4 days in a week) since Dec 2016, several complaint but still same .",network_issue,"@117627 @GloCare Oyo state, ibarapa central LG","@472323 @117627 Dear Samuel, we are aware of the sitaution and the issue is already receiving attention. We offer our apologies about this. ^GM",0.1886549547372043,1518988,2
2724779,"@GloCare @117627 Stop emphasizing with mee. I've provided you with the number - +234 807 683 5245 - not fewer than 3times. Afterwards, you still resubscribed mee to the unsolicited services and deducted my money. @104856 @117626 @7475 @104937 @120330 @127588 @562660",unauthorized_charge_or_vas,"After @117627 claimed to have resolved the issue of subscribing mee to unsolicited services, I've been resubscribed to the services 3times. But they couldn't deduct my money cos my a/c balance was almost zero. @117627 @GloCare is fraudulent, @7475 @117626 note.","@264735 @117627 @7475 @117626 Afternoon Mimiola, investigation shows VAS was subscribed by subscriber. That is why refund was not made.  TT",0.3371420256692062,608908,2
2651024,"@GloCare Would he/they refund the airtime?  I have used the live chat portal, still on Twitter, now Mail. If @GloCare  cannot provide the needed​ assistance, i think you should just tell me. I'm new on the network. I wouldn't want​ to waste my time and effort chasing after the wind.",recharge_or_airtime_issue,@GloCare please i have recharge issue. I tried using the live chat portal but the customer care couldn't provide the needed assistance. HELP,"@747750 Apologies, may I know what you are experiencing with your card? GA",0.3313076561447998,2651029,2
788938,@GloCare  okk. I've sent in my complaint,non_actionable_or_context_required,@GloCare Okk,@350033 You're welcome. FA,0.6311306072984892,1371026,2
209546,@GloCare Yet to receive my N100. Pls refund!,non_actionable_or_context_required,@GloCare  yet to receive my N100. Pls refund it!!!,"@165602 Good morning, we apologize for the delay. Issue is being worked on. Please exercise patience. Thank you. SO",0.9936166185341596,233410,2
496751,@117627 @GloCare Please confirm if 08118280516 is 4G simcard,sim_or_device_issue,@117627 @GloCare How do I know a sim card is 4G enabled. I bought a simcard on Saturday and was told its 4g but i can't see that on my phone,@233526 @117627 Kindly send 4G to 400 for confirmation of compatibility with 4G on the network. AP,0.3164265457453503,496758,2
1931789,@GloCare how does one transfer credit from one phone to another?,recharge_or_airtime_issue,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,0.288259615842106,69384,2
1964647,Please and please epp my solution @GloCare  this your network is crawling 😭😭,network_issue,@401884 @GloCare Your network is bad,"@401883 @401884 Hello, we empathize with you. May we know the error message you get? PE",0.3018879300500589,1199684,2
1138796,@GloCare please is glo me2u not functioning again? I want to transfer credit,recharge_or_airtime_issue,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,0.299584293849583,69384,2
2765226,@GloCare Though 2G can't be reached.... I can be reached on my 3G phone on 08053355365,network_issue,@GloCare it's all about customer satisfaction and it can't be bought by giving excess data that can't be used happily. #CustomerService is 0,@403376 We sincerely apologize for the inconvenience. May we know your location? DA,0.2602292302921374,2345102,1
1122587,@GloCare I have restarted my phone a million times. It's not a restart problem. It's a network problem. It's back now though,network_issue,@GloCare it's on 3G only. I have restarted my phone SEVERAL TIMES. Check your POP site. This is d 1st time I'm experiencing this in 3months,"@373015 Good evening. May we have your cellphone number, device name, model, APN, username and password? FA",0.2480554819770704,1072215,2
2345094,"@GloCare I have done all these your device tyre ,off and on,restart your device and change to 3G only all these these did not work...even one your guys told me the fault is from your end .common its talking long for christsake",network_issue,"@GloCare There is no bonus here. Why all these, did I complained before now?",@171020 Please make a call to see if you are charged from your current balance. Please note that you have not made a call from what we see here. UO,0.2108673783296493,254450,0
209818,"@GloCare We are having difficulties using your network for the past two days now. We can't check balance, we are having call drops and the worst is",network_issue,"@GloCare we are having poor network at Eket, Akwa Ibom. Please when are we gonna enjoy uninterrupted data we subscribed for? Help a brother, to avoid porting....","@130983 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.EE",0.3234160187174045,703691,2
2391726,@GloCare  OK,non_actionable_or_context_required,@GloCare Ok,@281379 Thank you. AP,1.0,676556,2
2092975,@GloCare No improvement yet pls.,network_issue,@GloCare 48hrs and still no improvement,"@660656 Sincere apologies, kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. GA",0.4747991324717592,2270506,2
2414073,"@GloCare Hello my subscription was stopped days before it was supposed to expire,called your customer care twice stayed on the phone for 22 minutes no response.",data_plan_issue,"@GloCare had credited my account before it expired, therefore,it was supposed to auto-renew normally because I never wanted any PAYU plan.Pls rectify",@381292 A deduction was made for subscribed VAS from the credit before the data renewal was due.  TT,0.2463760158053966,1107119,1
474020,@GloCare @227840 Wetin happen. You guys are charging me for iflix after using for less than 60 days. Kilode? Iflix finished my last day subscription I didn't notice until I resubscribed and saw data dropping fast as I use iflix. Please what's the rule? 08051891193.,unauthorized_charge_or_vas,@GloCare You guys said iflix is free for 2 months if there is an active data bundle above N500?.. why did my N2500 data plan run out while watching iflix?  07058192844,"@233519 Subscription is free for 60 days,but access is through your data bundle. CA",0.1713310037364648,2628697,2
2782505,"@GloCare Hello guys. I bought a SIM this afternoon, registered it at a GLO Dealer outlet. I was promised that it be activated in 1 hour but I am yet to see activation. Kindly let me know what to do...",sim_or_device_issue,"@GloCare Please if done, let me know",@123325 Please check your DM.,0.2335708461638702,2178903,1
2470834,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,data_issue,@117627 @GloCare Grandmasters Of Data!!! 🙌🏾🙌🏾❤️ https://t.co/W61sHYp4Yr,@606575 @117627 Good evening and thanks for the commendation. SG,0.334122512664275,2051131,0
2395492,@145588 @7693 @117627 @GloCare Please to inform you @117627 &amp; @145588 that your data connectivity in Apete by Yidi Road is worst that has imprisoned me and outcast my update on news as the data network needs 2b improve in d area please to allow me enjoy my data,network_issue,"@117627
@glocare
@8205
@145588
@7693
 You may invite him via 08165886572, @108326 or __email__. Thank u.",@787765 @117627 we will get in touch with him~ OO,0.2383868712224722,2829685,0
2414077,"@GloCare there's no flooding network in some areas of Ado-Ekiti. From Ijigbo Junction up to Oke Ureje is a complete black spot. No network at all both for call and data. Please,  I have a good spot to erect your master if this will resolve the issues. It's very bad. Please assist",network_issue,@GloCare there's no network at all 3G or otherwise.,"@450524 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",0.29954839532648,1422183,2
317832,"@GloCare Please I'm not talking about data bonus. I'm talking about credit bonus, the one you check with #122*2#
Read my tweet well",bonus_or_promotion_issue,"@GloCare I'm not talking about the Bonus, the credit i recharged can i use it to subscribe?",@242702 Your main account is not credited so you can not subscribe to data plan at all. The recharge goes straight to your promo account. AP,0.3958346571922338,529823,1
2910699,"@GloCare I borrowed #200 and recharged #400 card, and bought #200 data only for glo to deduct #100 from my account again. My number is 07054544145.",unauthorized_charge_or_vas,"@GloCare I borrowed #200 credit, recharged #400 and used the balance for data only for you to deduct extra. Also, your customer care lines haven't been responding to calls.","@805787 Evening, kindly provide your number for a quick check. 
Its due to the queue on the customer care line
Kindly exercise patience on the line and you will be attended to. AP",0.3757979860435159,2910703,2
584005,"@GloCare my mobile #08159821678...I just recharge 1400 - was goin to load anoda 1100 so I can activate d (5gb) 2500 data plan, pls is there anything u can do to help?",data_plan_issue,@GloCare is there anything I can do to enable me make free calls to all cug users?,"@404154 Hello Philip, you can only call lines in your close user group for free,if you use a cug line. You'll be charged for calls to other lines.SO",0.3102418095608606,1210543,0
2409934,"@GloCare please I need u assist me. When ever they are is money on you used to deduct it and I can remember subscribing to any news, advert or any",unauthorized_charge_or_vas,"@GloCare But my money can't be refunded, cause I didn't remember subscribing to any infotainment",@139861 The issue has been escalated to the unit in charge . Please exercise patience. AA,0.3114512718796541,107420,2
209665,"@GloCare Please check my combo bundle balance for Int'l calls for 1000k subscription bcoz anytime I check through *777#,#122*1# no ans nr 07059646781",data_plan_issue,"@GloCare Please help me check my combo bundle balance from there 1000k subscription my nr is 07059646781 I can't access it hia *777# nor #122""1#","@165622 God morning, you have 38.18mb remaining on your bundle. Thank you. AA",0.5464821022294101,209772,2
471935,@GloCare @117627 Please why can’t I buy internet data? Been trying this since last night?,data_plan_issue,@GloCare Last night,"@236388 We apologize,we are unable to check your line now. Our engineers are carrying out system upgrade. Kindly check back much later. Thank you.AP",0.3173503776423843,507061,2
2636639,@GloCare This is the sub I did (the first one) only to get 1636mb. Please! Whats up.?.?! https://t.co/A50adS4T5F,data_plan_issue,@GloCare please whats your 4G help line?,"@153134 Hello Papi, please dial 400 help desk  for 4G  assistance.  TT",0.2717906830998363,161005,0
1503862,"@GloCare @469054 My data is paused and is on a weekend plan, I want to switch back to my normal data plan . How please?",data_plan_issue,@GloCare @GloCare I've data on my weekend plan and my normal data is still reading 08157803688,"@140961 Good evening, plan valid till 02/12/2017 18:07:16hrs. Thanks. SG",0.4039911639728775,549926,2
2391743,@GloCare @117627 please what is going on ? I'm trying to renew my data bundle and It's not working.  As usual your customer care line never works!!!! Always held up🙄 please can you do something?,data_plan_issue,@GloCare please I can't subscribe what is going on,"@689123 Hello Okoroji, We apologize , Please try it again later .EE",0.2985828965126145,2393371,2
2218206,"@GloCare pls Dear customer, a warm welcome of N200200 Free Airtime is yours. Since o, my normal bonus if I recharge, I nor dey c am again o.. Pls help",bonus_or_promotion_issue,@GloCare how can I unlock dis crdt... a warm welcome of N200200 Free Airtime is yours. Recharge ur Glo line to unlock ur FREE credit. Dial #122*23# to check balance.,"@653894 Hello Onome, please recharge to unlock the bonus. Click this link for detials: https://t.co/760y8fDOaK. SO",0.3307481932272887,2242954,2
834381,"@GloCare please I made a recharge of #1500,yesterday only to see #95 as my balance",recharge_or_airtime_issue,"@GloCare No, I made a recharge of #1500 yesterday I still have the cards with me, please check my account",@318689 May we have the card serial number and recharge code dialed. Thank you. SO,0.4643280907102622,834361,2
493063,@GloCare @232556 @117627 Good Evening. Please help to scan my line and remove what do deduct my credit. Thank,unauthorized_charge_or_vas,@GloCare Good evening...,"@170403 Hello Yukandie, how may we help you? UO",0.2930006485256318,228212,1
1000324,"@GloCare Hello,
I just cleared my BMC account of #200 but few mins later I was notified again to still be owing.
Pls can you run a check",recharge_or_airtime_issue,@GloCare hello,@206561 We apologize for the delayed response.. How may we help you. UO?,0.1898981769489496,381911,0
1884940,@GloCare unable to make calls or send message again. Error response: call drop.Please its becoming annoying complaining everyday.08079053766,voice_or_line_issue,"@GloCare I have not been able to Mk calls or send message from my line 08079053766,error response: call drops, since the past 29hrs.","@562409 Hello Femi, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",0.4262149543143764,1884941,2
445933,"@glocare! Good morning! Want to migrate to call unit of 20/s, what the code pls. Th,ks",voice_or_line_issue,@GloCare.what is the code for glojollyficate i want to migrate,@747769 To opt into the package dial *603#. CA,0.4629473568392083,2651164,1
2651040,"@GloCare That was the response. Do I have to keep recharging, or what? I don't get it please.",bonus_or_promotion_issue,@GloCare @117627 08116238635 do I have to shout on Twitter to get response.,@659902 @117627 A check on your line does not show any deduction of such. Kindly give us the date(s) deductions were made. CA,0.2772840114035207,2267324,0
1433270,"@GloCare I call 124, still is the same thing. my call can not be completed please contact customer care.",voice_or_line_issue,"@GloCare please what is the problem with my account, here is the massage sorry, operation failed please contact the call centre  09053698480","@452788 Afternoon Ibrahim, may we know which operation you tried on the line before you got the error?  TT",0.2778589396101273,1433274,1
469805,@GloCare please Globacom how will i activate my deactivated line ? If i load a Card will it activated ?????,sim_or_device_issue,@GloCare Please how do I activate my line,"@751866 Hello, kindly call 125 or any Glo number to activate the SIM. DA",0.2932080652714084,2669566,2
2146010,Dear @GloCare why am I still getting messages from 8888 after I've fully activated DND? Kilode Gan sef😠,unauthorized_charge_or_vas,"@GloCare dear all, kindly assist deactivate me from this constant messages from 8888. I did not subscribe for it pls. Thanks",@636146 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,0.2766494112995178,2167963,2
1553142,@GloCare I wish to why I was deactivated from using the *200# package. I never knew when I stopped from using it,account_or_general_support,@GloCare @117627 It seems like you have deactivated me from using my data from 7pm till next day. This is not fair as I can't use my data,"@206799 @117627 Hello, we empathize with you. May we know the error message you get? PE",0.2064111380919862,1123741,0
2933831,@GloCare thankz. But dey didn't give me any bonus as i bought new jumbo sim yesterday with #1100 Recharge card.,bonus_or_promotion_issue,@GloCare Please I need the internet configuration for my new jumbo sim,"@777660 Ensure you have the correct settings. APN- Gloflat, Username - Flat and Password-Flat. Thank you. ET.",0.2806623534330378,2785241,1
2330344,"@GloCare Hello glo, your I bought your sim, but it charges me me too high almost 30 per minute, airtel charge me less than 8naira per minute, what should I do to get good rate? I can’t deal with this high charge.",voice_or_line_issue,"@GloCare @165622 @117627 I just registered my sim, but it says my account has been deactivated. What should I do?","@165633 Hello Titus, may we have your number for clarification. Thank you. SO",0.1787441556158903,209685,0
1043403,"@GloCare, ""Connection problem or invalid mmi code"" is what I see as I tried recharging 08072006674. Is *123*pin# no longer working? Thanks",recharge_or_airtime_issue,"@GloCare __credit_card__, error msg is connection probably or invalid mmi code and I use used cod *123*nopin#","@391674 Hello, we empathize with you. Call 123 and follow the voice instruction to load the voucher. 

PE",0.3987513981227312,1154818,2
1862879,"@GloCare Cell no- 07051883771; Location- Surulere, Lagos; Device name- BlackBerry: Device model- Q10; APN- gloflat; username &amp; password-flat",data_issue,"@GloCare Cellphone number : 07057776132
Device name :Samsung 
Model : galaxy j7
APN: gloflat
Username:  flat
Password: flat","@513436 Good evening,your data subscription has expired. Kindly subscribe then we will follow up. Thank you. AP",0.6505449881022689,1691408,2
348309,"@GloCare  I dnt understnd y, after a prper sim reg. I cant retrieve my sim at #Gloword because of 🆔 card despite providing a civil servnt 🆔.",sim_or_device_issue,@GloCare Java (china) 2 sim slots,"@747750 Hello, Please go to your device settings and click on 'APN',type in gloflat,scroll down to 'username' and type in flat,click on 'password' after that and type in flat. save and exit. Kindly use the information above to activate the data plan. DA",0.2820552964869012,2651019,1
395956,"@GloCare 
Hello, can we plz have some reprieve to network quality in Graceland, Zaria, Kaduna State? 
It's embarrassingly slow n unstable.",network_issue,@GloCare hello,@206561 We apologize for the delayed response.. How may we help you. UO?,0.2234029942904149,381911,0
2247212,"@GloCare URGENT! I have not had network in my house area (somewhere in Rumuodara,PHC) for months. Which kain wahala be this? Once i get back from work i cant call or use data on my Glo line.",network_issue,@GloCare i have no network in my area.,"@127129 Sincere apologies, may we have your number, location &amp; exact landmark. IA",0.1974714218059744,2305843,2
315466,"@GloCare @191307 Is there any 4g site around Egbeda, new Ife road Ibadan?",network_issue,@GloCare is there any new code to load Glo aside *123*?,"@216612 Afternoon Balogun, Please call 123 and follow the prompt to recharge.  TT",0.3247450381578362,427203,0
2800841,"@GloCare @117627 
I load card and subscribed u telling me e never work that all these time am using my money de browse ? i DM u guys ‘ una de do me like hausa girl una no even wan pick my calls 
No be by force to use Glo oo 
God punish all of una 🚶🏿✌🏿
Hi @118424 🤚🏿",data_issue,@GloCare hmmmm ...una de try provoke me oh Glo,@126396 Good evening. May we know if there is any network issue you would like to bring our attention to? ^GM,0.2444162242266979,46769,1
967837,"@GloCare if a friend share his data with me ,does it indirectly means I share mine with him too ?",data_issue,@GloCare The data was poused after my friend started sharing his data with me,"@747774 If you wish to resume browsing with your plan,your number has to be deleted from the sharer's list. CA",0.4180934476428745,2651179,2
658682,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,data_issue,@GloCare november 22nd,@145165 Record shows the link used PAYU data to connect and also dialed bank USSD for transactions.  TT,0.327177842890871,129462,0
2945949,"@GloCare that Streaming #YouTube video from 1am-5:30am is it still on ?
Because I always buy data of #2.5k",data_plan_issue,@GloCare Is it true that I can get Free YouTube streaming on my current Data plan from 1am to 5am,"@681151 Yes , you can enjoy the free youtube with a data plan of N500 and above. From 1.00pm to 5.30pm. DA",0.2294807575256809,2358287,2
2812719,"@GloCare Yeah, but will the extension retain the unused data and take it over to the next month?",data_plan_issue,"@GloCare Does your data plans rollover data? If I don't finish my data in 30 days, does it roll over to the next month? Or it gets wiped","@120252 Hell Tolulade, All you need do is resubscribe before  the plan expires to extend your plan. UO",0.2792885920302629,2812720,2
69361,"@GloCare just bought 1000 data and instead of 3.2gb I saw 1648mb on 07059556635 Wi-Fi modem, what's happening?",data_plan_issue,"@GloCare I subscribed for #1000 data which is 3.2gb, but i was given 1.6gb instead of 3.2gb. My number is 09055489757.","@522954 Hello Aina,you did not meet conditions for 100% data. Auto renew/re-subscribe within 3days after expiration to get 3.2gb otherwise 1.6gb. SO",0.2936063605758461,1801323,2
228170,"@GloCare I got a message that I should dial x100x6x1#,hope it wouldn't affect my package of #2500 for 10G data?",data_plan_issue,"@GloCare Yes if I migrate to gbam, will it not affect my 10G data if I load 2500#?","@170400 Johnson, please note that package migration does not affect subscribed data plan.  TT",0.2596710608125351,228169,2
1199678,No glo network since 6pm ...@GloCare what's up?,network_issue,@GloCare what's happening to glo network since morning is off,"@419753 Hello Rich, we empathize. May we have your number, error message, exact location, issue duration and device type? Revert via DM. SO",0.368071853151513,1920888,2
1732070,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,network_issue,"@GloCare Good day , Network service has been poor since last night up till now,please kindly fix it , thanks 🙏","@409275 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. ET",0.2902097233263363,2195558,2
2769400,@GloCare @170399 what sort of network is this? over 7hrs I've been trying to subscribe. network engineers have been working since 6am,data_plan_issue,@117627 @GloCare Been trying to load my data bundle since 6am to no avail. Are you guys experiencing some sort of network glitch? 08058380758 is the number,@280909 @117627 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,0.4692252310044275,674691,2
