customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_tweet_id,brand_created_at,brand_response
2764089,201381,Tue Nov 21 07:46:31 +0000 2017,"Dear customer, your subscription of CHOLESTROL's gpa cannot be renewed due to insufficient balance. @117627 @GloCare CANCEL. I did not subscribe to it. #Fraud.",2764087,Tue Nov 21 07:49:39 +0000 2017,"@201381 @117627 Morning Edu, kindly send STOP to the VAS code or provide your mobile number for assistance to deactivate the VAS.  TT"
2782502,139877,Tue Nov 21 17:16:27 +0000 2017,@GloCare @117627 DM is preferable please.,2782503,Tue Nov 21 17:48:33 +0000 2017,@139877 @117627 Kindly follow us. ET.
2409919,446820,Tue Nov 14 11:39:46 +0000 2017,"@GloCare, i need the link to access all packages",2409918,Tue Nov 14 16:25:18 +0000 2017,@446820 Hello Funsho kindly click on the links https://t.co/bVzBGOevhb https://t.co/nMMUvJrL9F Thank you for choosing Glo. #GloEverydayBonanza #TeamUnlimited# GA
1613035,494922,Sun Nov 05 10:22:50 +0000 2017,"@117627 @53686 @GloCare, I'm reminding U that 0238694957 is still waiting for U 2 resolve his internet issues. It has been 2 months.",1613034,Sun Nov 05 11:34:08 +0000 2017,@494922 Please contact __email__ for assistance. Thank you for your patience. UO
474020,268899,Thu Nov 30 05:31:33 +0000 2017,@GloCare @227840 Wetin happen. You guys are charging me for iflix after using for less than 60 days. Kilode? Iflix finished my last day subscription I didn't notice until I resubscribed and saw data dropping fast as I use iflix. Please what's the rule? 08051891193.,628564,Thu Nov 30 05:34:45 +0000 2017,"@268899 @227840 Good morning, Damilola. Its access that's free for 2 months,not downloads or streaming on the app. More on that here: https://t.co/K1OxpO956D. ^GM"
1546534,478887,Fri Nov 03 23:01:00 +0000 2017,Hi @GloCare your network has been terrible for weeks now.,1546533,Sat Nov 04 04:10:40 +0000 2017,"@478887 Morning,We apologize, may we know the exact network issue you are having and your location? AP"
1207508,403527,Tue Oct 24 23:27:01 +0000 2017,"@GloCare Why have I been finding it impossible to subscribe for data. It keeps telling me ""an error occured, try again later""",1207507,Wed Oct 25 09:29:53 +0000 2017,"@403527 Morning Olamide, please dial *777# or visit https://t.co/JI1oIB9W08 to subscribe.  Thank you.  TT"
658664,194180,Thu Nov 23 16:41:03 +0000 2017,@GloCare 08054179871,703677,Thu Nov 23 17:49:37 +0000 2017,"@194180 Good evening, your data is paused because a number is sharing data with you. AP"
921293,338709,Sat Oct 21 12:06:42 +0000 2017,@GloCare @117627 08054272058,921289,Sat Oct 21 12:37:11 +0000 2017,"@338709 @117627 Sorry, you already canceled auto renewal on the line before the plan expired yesterday. Thank you. SO"
1982751,586894,Wed Oct 18 17:42:48 +0000 2017,@GloCare Why would you continue to fleece me of my hard earned money in disguise. This has got to stop. This is a pictorial evidence. https://t.co/PxKofwlCWR,1982749,Wed Oct 18 17:52:52 +0000 2017,"@586894 Evening Adedeji, kindly provide your mobile number for checks. TT"
2390221,688253,Tue Nov 14 07:15:39 +0000 2017,He hate I have for @117627 and @GloCare at the moment is undescribable.,2390220,Tue Nov 14 09:06:10 +0000 2017,"@688253 @117627 We apologize, May we know what you are experiencing.EE"
209626,165612,Wed Oct 04 11:30:16 +0000 2017,@GloCare 3hours ago,209627,Wed Oct 04 11:43:52 +0000 2017,@165612 Issue has been escalated to the unit in charge for assistance. We apologize about the issue. We'll revert back to you shortly. Thank you. SO
395956,209744,Fri Nov 24 19:47:55 +0000 2017,"@GloCare 
Hello, can we plz have some reprieve to network quality in Graceland, Zaria, Kaduna State? 
It's embarrassingly slow n unstable.",395954,Sat Nov 25 04:49:20 +0000 2017,"@209744 We apologize for the inconveniences,we are aware of the issue and it's being worked on. EE"
1922575,572348,Tue Oct 31 18:11:49 +0000 2017,@GloCare 07057855707,1922573,Tue Oct 31 18:29:06 +0000 2017,"@572348 We apologize. the plan expired today. However, Line check shows you have the Glo free data bonus running for today. UO"
445901,220601,Wed Nov 22 18:50:08 +0000 2017,@GloCare Thanks,445902,Wed Nov 22 19:03:14 +0000 2017,@220601 You are welcome. ET.
1535445,269891,Fri Nov 03 23:57:01 +0000 2017,"@GloCare 09051562019, umidigi, Graceland Estate Ajah, it barely connects at this location and around but better as I move away.",1535447,Sat Nov 04 04:12:56 +0000 2017,"@269891 We apologize,we are aware of the issue and it's being worked on. Kindly exercise patience, it will be resolved soon . AP"
1082752,375409,Sat Oct 14 21:24:19 +0000 2017,@374580 @GloCare And Adenuga is from Ogun State. He should do you guys well now. Lol,1082751,Sun Oct 15 01:34:05 +0000 2017,@375409 @374580 May we know what you are experiencing. Thank you.EE
493029,191851,Fri Dec 01 11:31:20 +0000 2017,@117627 @GloCare I see no reason why you are not replying my tweets,493027,Fri Dec 01 17:28:47 +0000 2017,"@191851 @117627 We apologize. May we have your number, error message, exact location with landmarks, issue duration and device type for assistance. SO"
811988,313482,Thu Oct 12 16:31:31 +0000 2017,@GloCare how can I stop dis from leaking all my money cos I have 'STOP' it on many occasion https://t.co/pFCX9A3RJW,811986,Thu Oct 12 19:09:08 +0000 2017,@313482 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.
2390211,688559,Tue Nov 14 09:15:45 +0000 2017,@GloCare Check DM,2390213,Tue Nov 14 11:35:15 +0000 2017,@688559 Okay .EE
725187,293710,Wed Oct 11 04:06:06 +0000 2017,@GloCare 07059835151,725189,Wed Oct 11 11:28:50 +0000 2017,"@293710 Hello Elegant, Due to system upgrade,  we apologize we are not be able to run a check at this time. Kindly exercise some patience. UO"
736333,296136,Mon Nov 20 13:37:46 +0000 2017,@296135 @296137 @117627 @GloCare Shebi dem talk say Glo 4G dey ok. Give it a try and give us feedback.,736336,Mon Nov 20 13:49:31 +0000 2017,"@296136 @296135 @117627 Hello Leo,may we know the exact location at Gbagada? CA"
2651111,747763,Sat Nov 18 18:07:55 +0000 2017,@GloCare @117627 @29022 08051069293 - loaded #500 on 15/11/17 - the airtime was drained!,2651110,Sat Nov 18 18:12:42 +0000 2017,"@747763 @117627 @29022 Dare, the issue has been escalated. Kindly exercise patience, we will get back to you. FA"
224730,169696,Thu Oct 05 06:02:58 +0000 2017,@GloCare @117627 08073961978,224732,Thu Oct 05 06:53:32 +0000 2017,"@169696 @117627 Good morning, we apologize about it. Issue already escalated to our resolution unit for assistance. Work in progress. Please bear with us.SO"
2414077,687943,Tue Nov 14 12:22:33 +0000 2017,"@GloCare there's no flooding network in some areas of Ado-Ekiti. From Ijigbo Junction up to Oke Ureje is a complete black spot. No network at all both for call and data. Please,  I have a good spot to erect your master if this will resolve the issues. It's very bad. Please assist",2414076,Tue Nov 14 16:35:19 +0000 2017,"@687943 Hello Oluwagbenija, we appreciate the feedback. Kindly send a mail to __email__ GA"
2831966,560190,Mon Nov 27 14:02:33 +0000 2017,"@117627 @GloCare Since u were able to get my name, am sure u have the number also",2831967,Mon Nov 27 14:57:23 +0000 2017,"@560190 @117627 Afternoon, kindly provide your number for a quick check. AP"
2005903,191917,Sat Nov 04 07:05:50 +0000 2017,"@GloCare 08053575663, connection failure, oke-ode, abule-egba, pipeline junction, igoke estate, tecno Y2, can't browse @18561 except  @2688(mile 2)",2005905,Sat Nov 04 07:53:36 +0000 2017,"@191917 @18561 @2688 Hello Oluboba, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT"
2945956,134287,Thu Nov 30 05:52:06 +0000 2017,"@GloCare still showing same, can't u do it 4rm ur syd",2945959,Thu Nov 30 06:30:37 +0000 2017,"@134287 The auto renewal plan of 50 naira  has been cancelled,but you subscribed for campus booster that is active now on your line."
2910699,805787,Wed Nov 29 20:50:53 +0000 2017,"@GloCare I borrowed #200 and recharged #400 card, and bought #200 data only for glo to deduct #100 from my account again. My number is 07054544145.",2910701,Wed Nov 29 22:25:35 +0000 2017,@805787 100 naira was debited yesterday as repayment for the loan taken. ^GM
466514,226016,Fri Dec 01 04:20:28 +0000 2017,@GloCare It's not working the two codes are not working  08151352297,466513,Fri Dec 01 04:24:27 +0000 2017,@226016 Please provide name 8151352297 is registered on to enable provide the numbers. SG
1894594,564748,Fri Nov 17 00:50:58 +0000 2017,@GloCare My airtime has dropped from 40 to 15 again? What did I do for you guys gangan? I want to know.,1894592,Fri Nov 17 06:26:07 +0000 2017,"@564748 Hello Kashif, we apologize about it. Work already in progress on the vas without intent issue reported. Please exercise patience. SO"
1199678,401880,Tue Oct 24 19:34:29 +0000 2017,No glo network since 6pm ...@GloCare what's up?,1199677,Wed Oct 25 04:42:54 +0000 2017,"@401880 Hello, we empathize with you. May we know the error message you get? PE"
1884940,562409,Tue Oct 24 19:30:37 +0000 2017,@GloCare unable to make calls or send message again. Error response: call drop.Please its becoming annoying complaining everyday.08079053766,1884942,Wed Oct 25 04:41:07 +0000 2017,"@562409 Dear Femi, we sincerely apologize for the inconvenience. Kindly switch off and on your device after five minutes then try again. PE"
481000,229324,Fri Dec 01 08:16:26 +0000 2017,@GloCare I just bought this network and truth be told....it is the worst. Your awoof package is a big scam. Disgusted.,480998,Fri Dec 01 12:47:49 +0000 2017,"@229324 Is not scam,Credit amount is split into Main account and Bonus accounts. Recharge amount goes to Main a/c and balance goes to voice and data bonus accounts. Dial #122*23# to check bonus balance. See link for details https://t.co/760y8fDOaK. ET."
2469253,706390,Wed Nov 15 10:00:15 +0000 2017,"@GloCare 08153619040, tecno camon c8, Port Harcourt - Trans / Woji / Elelenwon always no network connection.",2469252,Wed Nov 15 10:01:36 +0000 2017,@706390 Our unreserved apology for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA
1257427,414655,Wed Oct 25 17:25:29 +0000 2017,"@GloCare when you're done upgrading your system, kindly unsubscribe from whatever was subscribed for. Thanks",1257426,Thu Oct 26 07:22:57 +0000 2017,"@414655 Morning Segun, kindly send STOP to 30801 to deactivate the VAS on the line. Send STOP to 2442 for full VAS DND.  TT"
1024681,362474,Tue Nov 14 15:42:56 +0000 2017,"@GloCare  Could you please send me the steps to recharge my Glo numbers using Ecobank Bank, Wuse 2 Abuja, Nigeria.",1024685,Tue Nov 14 17:18:59 +0000 2017,@362474 Please visit any of : https://t.co/QtHZF68dka  or https://t.co/E1huUCbBr9 or https://t.co/6tDm6qs8TT Thank you. GA
381274,206428,Tue Oct 10 14:33:02 +0000 2017,@GloCare thanks,381276,Tue Oct 10 14:41:44 +0000 2017,@206428 You are welcome. Stay Unlimited !  TT
2330459,419756,Sun Nov 12 17:46:00 +0000 2017,@GloCare Kindly help deactivate auto renewal on my line. I have tried to do so via text messages it wasn't going. My phone no: 08056341036,2330457,Sun Nov 12 18:30:04 +0000 2017,@419756 Kindly conform the service you wish to cancel auto renewal on. Thank you. CA
1371030,147736,Sat Nov 25 12:12:32 +0000 2017,@GloCare after migrating to  jumbo  package I was given  50mb  and you  are telling me I don't  have  mb 09058974494,1371032,Sat Nov 25 13:39:55 +0000 2017,"@147736 Hello Victor, the Jumbo data is in use on the line. Send FLAT to 1234 for the configuration setting and save it.  TT"
381906,206560,Tue Oct 10 13:25:14 +0000 2017,@GloCare Okay. Thank you,381907,Tue Oct 10 13:33:29 +0000 2017,@206560 You are welcome. Stay Unlimited!  TT
2247212,654882,Fri Nov 10 18:49:17 +0000 2017,"@GloCare URGENT! I have not had network in my house area (somewhere in Rumuodara,PHC) for months. Which kain wahala be this? Once i get back from work i cant call or use data on my Glo line.",2247211,Fri Nov 10 19:08:02 +0000 2017,"@654882 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP"
469805,226870,Mon Aug 18 08:06:59 +0000 2014,@GloCare please Globacom how will i activate my deactivated line ? If i load a Card will it activated ?????,469802,Mon Aug 18 11:27:03 +0000 2014,"@226870 for deactivated sim, please visit the nearest Gloworld with N100, sim certificate and valid identity card. Thank you"
676553,281379,Thu Nov 23 10:58:42 +0000 2017,@GloCare 0811 911 2818,676555,Thu Nov 23 14:22:51 +0000 2017,"@281379 We apologize for the inconvenience,our engineers are carrying out system upgrade. Kindly check back much later. Thank you.AP"
129462,145165,Fri Nov 24 15:59:05 +0000 2017,@GloCare november 22nd,129464,Fri Nov 24 16:56:57 +0000 2017,@145165 Record shows the link used PAYU data to connect and also dialed bank USSD for transactions.  TT
734481,295735,Fri Nov 24 20:07:11 +0000 2017,"@GloCare please you guys should help me check my line as I was awarded 500mb after I recharged but I'm been deducted from my Normal data subscription which really isn't suppose to be so, this is the number 08058976647",734480,Sat Nov 25 08:00:32 +0000 2017,@295735 Good morning Eze. The bonus data is added to your data bundle. FA
2560004,342588,Thu Nov 16 16:37:17 +0000 2017,"@117627 @GloCare Nothing has been done for over a year now , I guess it's because no one is losing he/her job that's why y'all can be lackadaisical.
We're in Lagos not like we're in a jungle and we can't get basic &amp; consistent internet connectivity in 2017.
CC: @117626",2976673,Thu Nov 16 16:42:18 +0000 2017,"@342588 @117627 @117626 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP"
575889,255512,Sun Dec 03 08:35:24 +0000 2017,@GloCare Between yesterday and today.... I recharge 500 around after 2,575892,Sun Dec 03 09:22:06 +0000 2017,"@255512 Your refund is being processed. You may send STOP to 2442 to blacklist your line from such subsequently,if you haven't. CA"
621068,267403,Wed Nov 22 16:00:43 +0000 2017,@GloCare Okay. I'll thank you when it's done.,621067,Wed Nov 22 16:51:55 +0000 2017,@267403 Stay Unlimited. ET.
2345094,678143,Mon Nov 13 16:41:25 +0000 2017,"@GloCare I have done all these your device tyre ,off and on,restart your device and change to 3G only all these these did not work...even one your guys told me the fault is from your end .common its talking long for christsake",2345097,Mon Nov 13 17:27:42 +0000 2017,"@678143 Hello Irohvincent , kindly provide the details below for resolution. Thank you. DA"
1190661,399853,Tue Oct 24 20:29:24 +0000 2017,"@GloCare Y'all need to do better tbh. 

Please just do better.",1190660,Wed Oct 25 06:51:37 +0000 2017,"@399853 Hello Oluwatosin, how may we help you?  TT"
209606,165614,Wed Oct 04 10:00:57 +0000 2017,@GloCare yes am aware the sub is barely two weeks old instead of renewing for 1k i want To get the 2k monthly plan.will i get my 100%bonu,209605,Wed Oct 04 10:40:22 +0000 2017,"@165614 Yes, if you subscribe on an active plan or not later than 3 days expiration of the last plan. Thank you. SO"
2933834,811250,Wed Nov 29 22:35:03 +0000 2017,@GloCare just show dere but nt work,2933835,Wed Nov 29 22:40:00 +0000 2017,@811250 This issue has been channeled to our resolution team for treatment and we would reply your afterwards. We apologize about this. ^GM
1518982,472322,Fri Nov 03 19:13:46 +0000 2017,@GloCare please kindly deactivate the Auto borrow me on dis line 07057946656 up,1518981,Fri Nov 03 19:15:56 +0000 2017,@472322 Treated. ^GM
2092984,618458,Tue Nov 07 21:03:52 +0000 2017,@GloCare pls my line got blocked while trying to input my code,2092983,Tue Nov 07 23:55:44 +0000 2017,"@618458 Apologies, we don't handle SIM blocked  issue(s) online due to security reasons. Kindly call 121 or visit Gloworld for assistance. DA"
364355,202357,Sun Oct 08 18:58:14 +0000 2017,"@GloCare Good day, i have difficulty in subscribing for data",364354,Sun Oct 08 19:01:33 +0000 2017,@202357 We apologize about it. Please restart the device and try the code again. Issue has been sotred. Thank you. SO
1876055,139866,Sun Oct 22 05:20:14 +0000 2017,"@GloCare can't you just work for a week,just a week without network disruption in Nigeria. People keep complaining abt ur services.",1876054,Sun Oct 22 06:29:24 +0000 2017,"@139866 Good morning, we empathize. May we know the exact issue. Please revert with affected number, error message, location and duration. SO"
1079213,374571,Sun Oct 15 07:41:51 +0000 2017,"@GloCare Again where is my N20?? Recharged 3k, you auto renewed a plan I didn't want and my balance mysteriously went down from N2001 to N1981",1079214,Sun Oct 15 07:44:20 +0000 2017,"@374571 Kindly be patient, the refund is being processed.  TT"
33119,122577,Wed Nov 01 11:54:14 +0000 2017,I have done this so many times but it keeps coming back. Is there anything you can do from your end to stop this. @117627 @GloCare https://t.co/q4l0iIMcsF,33118,Wed Nov 01 12:47:51 +0000 2017,@122577 @117627 May we have your number for assistance? SO
2211944,632514,Sun Nov 26 17:55:24 +0000 2017,@GloCare 09029807237.,2211945,Sun Nov 26 18:40:08 +0000 2017,"@632514 We apologize,We are aware of the issue and our engineers are working on it. Kindly bear with us. Thank you.AP"
2414073,693921,Tue Nov 14 12:45:50 +0000 2017,"@GloCare Hello my subscription was stopped days before it was supposed to expire,called your customer care twice stayed on the phone for 22 minutes no response.",2414072,Tue Nov 14 16:48:58 +0000 2017,"@693921 Kindly dial *127*0# or send INFO to 127 to check your data balance and validity. You may also dial *777#, select 1 for 3G-4G data Plan, then 4 to Manage Plan, then 4 to Get Data Balance. A plan expires when it reaches the validity date and also when the data volume finishes. GA"
103622,135257,Thu Nov 30 16:26:38 +0000 2017,@GloCare Network is terrible in my area. Wumba District by Apo Mechanic Village Abuja.,103623,Thu Nov 30 18:03:11 +0000 2017,"@135257 Hello Musa, we apologize about it. Our engineers are currently working on the issue in your location. Please bear with us. SO"
69361,131705,Thu Nov 30 08:53:57 +0000 2017,"@GloCare just bought 1000 data and instead of 3.2gb I saw 1648mb on 07059556635 Wi-Fi modem, what's happening?",69360,Thu Nov 30 09:17:27 +0000 2017,"@131705 Yes, initially for 1000 data plan you get 1.6gig as you auto renew/extend your plan, you will get the 100% bonus data for the plan bought. Also,a 7-day grace period is provided for renewal of plan after expiration, after which you are only eligible to half the data volume. ET."
493087,232560,Fri Dec 01 10:07:22 +0000 2017,@232561 @117627 @GloCare UPDATE!!! They've Deducted N10 From The 980 Again.. N1k Airtime Just This Morning Now Down To N970.. https://t.co/LWukklgbxv,493086,Fri Dec 01 17:15:07 +0000 2017,"@232560 We apologize,kindly provide your number for a quick check. AP"
2391726,688831,Tue Nov 14 10:45:26 +0000 2017,@GloCare  OK,2391728,Tue Nov 14 16:06:43 +0000 2017,@688831 Thank you for choosing Glo. #GloEverydayBonanza #TeamUnlimited# GA
2443687,700703,Wed Nov 15 05:31:30 +0000 2017,@GloCare @GloCare thanks for the feedback.,2463703,Wed Nov 15 08:33:27 +0000 2017,@700703 You are welcome. Thank you for choosing Glo.  #GloDataUnmatched #GloEveryDayBonanza #TeamUnlimited  GA
2222629,649103,Fri Nov 10 13:23:19 +0000 2017,@glocare @117627 why is your network so slow?,2222628,Fri Nov 10 13:34:38 +0000 2017,"@649103 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP"
1735825,512323,Tue Nov 07 08:54:40 +0000 2017,"@GloCare I hav a lot of data&amp;call bonus,but's still charged frm my main balance Wen calln/browsn. &amp; #124#, #124*1# no longa work 08113877114",1735823,Tue Nov 07 13:53:41 +0000 2017,"@512323 Afternoon,you have exhausted your data bonus. The voice bonus can only be used for glo to glo calls. AP"
445883,144577,Wed Nov 22 10:16:08 +0000 2017,"@GloCare pls no Glo network in OKEMESI ekiti,in ekiti west for d past 9days pls,we want to make call and browse ,find sometin do pls",445882,Wed Nov 22 10:20:36 +0000 2017,"@144577 Morning, we apologize for the inconvenience. Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance. TT"
2187087,523255,Thu Nov 09 18:50:02 +0000 2017,"@117627 @GloCare This poor connection is not personal it's general, Sango ota, Ado-odo LGA, Nigeria brewery, ota. Too much apologies from glo, solve it fast",2187086,Thu Nov 09 19:24:54 +0000 2017,"@523255 @117627 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP"
1632844,499618,Sun Nov 05 19:57:26 +0000 2017,@GloCare .THIS is sad cause am thinking of changing my line. not fair . What's happening wit ur network .,1632843,Sun Nov 05 20:09:13 +0000 2017,"@499618 We empathize, issue is being undertaken by the concerned team, please be patient. SG"
1123757,385002,Tue Oct 24 08:32:47 +0000 2017,@GloCare Which plan does this No. 08050994164 are?,1123759,Tue Oct 24 08:46:33 +0000 2017,@385002 kindly dial #100# to confirm your tariff plan ~ OO
2380426,686365,Sun Nov 26 15:03:06 +0000 2017,@GloCare old how can a customer check his data account? Thanks,2380425,Sun Nov 26 17:38:23 +0000 2017,@686365 Its *127*0# or INFO to 127 to check. ^GM
381896,206559,Sun Oct 08 17:18:02 +0000 2017,@GloCare  what is the code to stop getting your entertainment subscriptions finally?I send stop to 55357 only to be subscribed back to it.,381895,Sun Oct 08 18:30:00 +0000 2017,"@206559 Good evening, please text STOP to 55357. Also text STOP to 2442 to cancel all unsolicited services. Thank you. SO"
2167982,636151,Thu Nov 09 06:36:33 +0000 2017,The worst network you could ever subscribe to its data is @117627 @GloCare @117626. You have data but you can't browse.,2167979,Thu Nov 09 09:39:59 +0000 2017,"@636151 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO."
445933,220607,Wed Nov 22 08:40:26 +0000 2017,"@glocare! Good morning! Want to migrate to call unit of 20/s, what the code pls. Th,ks",445932,Wed Nov 22 09:34:00 +0000 2017,"@220607 Morning Titilope, Gbam Extra has a tariff of 12k/sec to Glo and 15k/sec to other network. Access charge of N5 applies on days calls are made.  TT"
834381,318689,Fri Oct 13 06:05:23 +0000 2017,"@GloCare please I made a recharge of #1500,yesterday only to see #95 as my balance",834380,Fri Oct 13 06:16:27 +0000 2017,"@318689 Good morning, may we have your number for clarification. Thank you. SO"
1503862,469053,Sat Nov 25 23:19:20 +0000 2017,"@GloCare @469054 My data is paused and is on a weekend plan, I want to switch back to my normal data plan . How please?",1503861,Sun Nov 26 02:07:08 +0000 2017,"@469053 @469054 Hello,
Kindly call 444 or 08070140444 for assistance on your data.
Thank you

PE"
1211605,404373,Wed Oct 25 07:22:09 +0000 2017,@GloCare My line is 09054954243,1211604,Wed Oct 25 11:58:15 +0000 2017,"@404373 Afternoon Olumuyiwa, the VAS messages on the line has been deactivated. Please send STOP to 2442 for full VAS DND.  TT"
921303,338709,Sun Oct 22 00:54:16 +0000 2017,"@GloCare Ffs and I'm telling you I didn't cancel it, the problem is from you.. Never did.. why would I just use 3k of my credit for pay as you go?",921304,Sun Oct 22 01:31:55 +0000 2017,@338709 Kindly send a mail to __email__ for necessary assistance. AP
493118,232563,Fri Dec 01 17:10:29 +0000 2017,@GloCare 08072428444,507054,Fri Dec 01 18:16:07 +0000 2017,@232563 Service has been canceled. Thank you. SO
16080,119528,Wed Nov 22 12:38:11 +0000 2017,@GloCare  this was on the 2nd of this November,16079,Wed Nov 22 12:53:29 +0000 2017,@119528 The VAS on the line has been deactivated. A refund is being processed. Kindly be patient.  TT
29893,122202,Wed Nov 01 10:38:35 +0000 2017,"@117627 @GloCare I sent this message on Monday, I have not been replied till date",29892,Wed Nov 01 11:13:27 +0000 2017,"@122202 @117627 Sorry, the device is not compatible with our 4G service. Thank you. SO"
2800841,774274,Tue Nov 21 22:23:31 +0000 2017,"@GloCare @117627 
I load card and subscribed u telling me e never work that all these time am using my money de browse ? i DM u guys ‘ una de do me like hausa girl una no even wan pick my calls 
No be by force to use Glo oo 
God punish all of una 🚶🏿✌🏿
Hi @118424 🤚🏿",2800840,Tue Nov 21 23:53:54 +0000 2017,@774274 @117627 @118424 Already replied . ^GM
1138795,388245,Tue Oct 24 12:26:03 +0000 2017,@GloCare It's saying the transaction for the amount (500) is not allowed,1138797,Tue Oct 24 13:34:56 +0000 2017,@388245 may we know how you try to transfer and your number? OO
1855757,555108,Thu Oct 19 06:40:51 +0000 2017,"@GloCare seems you guys now run shift with a data service I paid for. At night no network, in the morning it shows face.",1855756,Thu Oct 19 08:39:27 +0000 2017,"@555108 Good morning. We apologize for the inconveniences. May we have your number, location, device name, model, APN, username and password? FA"
2330462,674704,Tue Nov 14 01:22:37 +0000 2017,"@GloCare Please, how long would it take to be able to resolve this issue. The experience is not funny at all...",2330464,Tue Nov 14 06:53:00 +0000 2017,"@674704 We apologize, Kindly be patient.Thank you.EE"
967837,318686,Fri Oct 13 22:42:06 +0000 2017,"@GloCare if a friend share his data with me ,does it indirectly means I share mine with him too ?",967836,Sat Oct 14 04:31:35 +0000 2017,"@318686 Morning, no it does not. AP"
598439,261898,Sun Dec 03 19:11:17 +0000 2017,@GloCare My number is 08118875122,598437,Sun Dec 03 19:26:18 +0000 2017,@261898 The VAS on the line has been deactivated. You may send STOP to 2442 for full VAS DND.  TT
1732070,128809,Mon Nov 06 08:11:51 +0000 2017,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,1732069,Mon Nov 06 09:04:53 +0000 2017,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO."
