golden_selected,golden_intent,confidence,case_type,escalation_expected,annotation_notes,customer_tweet_id,customer_text,brand_response,text_length,has_question_mark,has_number,signal_network,signal_data,signal_recharge,signal_sim_device,signal_vas_charge,signal_bonus_promo,signal_account_general,signal_low_information,signal_possible_escalation,signal_short_message,topic_signal_count,review_priority
,,,,,,2330344,"@GloCare Hello glo, your I bought your sim, but it charges me me too high almost 30 per minute, airtel charge me less than 8naira per minute, what should I do to get good rate? I can’t deal with this high charge.",@676658 Kindly dial #100# to know your present package. Then click on for details of our plans to make a choice from https://t.co/bVzBGOevhb . GA,212,True,True,False,False,False,True,True,False,False,True,False,False,2,2
,,,,,,2345094,"@GloCare I have done all these your device tyre ,off and on,restart your device and change to 3G only all these these did not work...even one your guys told me the fault is from your end .common its talking long for christsake","@678143 Hello Irohvincent , kindly provide the details below for resolution. Thank you. DA",226,False,True,True,False,False,True,False,False,False,True,False,False,2,2
,,,,,,539077,"@GloCare @117627 A week now, your network in Iseyin, Oyo State has been ATROCIOUS to put it MILDLY! Disappearing network!!! I guess you just employed Houdini but we subscribers didn't get the memo. Do remember to copy us when it returns! #MediocreGloNetwork @117626","@244990 @117627 @117626 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",265,False,True,True,True,False,False,False,False,False,True,False,False,2,2
,,,,,,2463673,"@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay",@705173 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,276,False,True,True,False,False,False,True,False,False,True,False,False,2,2
,,,,,,129462,@GloCare november 22nd,@145165 Record shows the link used PAYU data to connect and also dialed bank USSD for transactions.  TT,22,False,True,False,True,False,False,False,False,False,True,False,True,1,2
,,,,,,598439,@GloCare My number is 08118875122,@261898 The VAS on the line has been deactivated. You may send STOP to 2442 for full VAS DND.  TT,33,False,True,False,True,False,False,False,False,False,False,True,True,1,2
,,,,,,2782502,@GloCare @117627 DM is preferable please.,@139877 @117627 Kindly follow us. ET.,41,False,True,False,False,False,False,False,False,True,True,False,True,1,2
,,,,,,2274553,"@117627 @GloCare , my number is 08119774134","@661586 @117627 You currently have N5000 bonus. Please note that bonus is used for Glo calls (only),sms and browsing. CA",43,False,True,False,True,False,False,False,False,False,False,True,True,1,2
,,,,,,2358272,@117627 @GloCare STOP to 2442 to add numbers,"@659891 @117627 Hello, STOP to the number for Do not disturb. DA",44,False,True,False,True,False,False,False,False,False,False,True,True,1,2
,,,,,,16080,@GloCare  this was on the 2nd of this November,@119528 The VAS on the line has been deactivated. A refund is being processed. Kindly be patient.  TT,45,False,True,False,True,False,False,False,False,False,True,False,True,1,2
,,,,,,160989,@GloCare  I haven't gotten any response please,"@153131 Good evening, we apologize but due to security reason, need to call 121 for assistance. SG",45,False,False,False,False,False,False,False,False,True,True,False,True,1,2
,,,,,,918863,@GloCare Thank you. And how can i easily remove the numbers.?,@130987 Kindly dial *127*02*Number# to remove lines sharing data with you.  TT,61,True,False,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,2965614,"@GloCare I still can't use the internet o. This is frustrating! 
😠😤",@374580 Please supply your number. ^GM,66,False,False,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,1371044,@GloCare dailed it and still d same thing here is my number 08074640384,@122460 Hello Troy the bonus has been credited on the line. Please initiate a chargeable service then dial the code to check again.  TT,71,False,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,1199689,"@GloCare Your call cannot be completed at the moment, please try again later","@401886 Afternoon Habiba, kindly recharge your line. You have insufficient credit to make calls. Dial #124*1# to check.  TT",76,False,False,False,False,False,False,False,False,True,True,True,False,1,2
,,,,,,918858,"@GloCare When i try making calls the operator replies ""I can't call this number "" I can't call any number at all","@132391 Kindly send in your number,and duration of this issue. CA",112,False,False,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,1000324,"@GloCare Hello,
I just cleared my BMC account of #200 but few mins later I was notified again to still be owing.
Pls can you run a check","@356824 Kindly send in your number ,for a check. CA",136,False,True,False,False,False,False,False,False,True,True,True,False,1,2
,,,,,,1825281,"@GloCare Is thoroughly looked into and resolve with my airtime refunded. Aside that, it was nice doing business with you people. My word!","@233517 Hello Kenneth, deduction was for recovery of borrowed. You still have outstanding of N240 to clear. Thank you. SO",137,False,False,False,False,True,False,False,False,False,True,True,False,1,2
,,,,,,1451411,"@GloCare @glocare: 07057460523 is rhe number. 50 naura decdicted twice on 21st and 28th 
of oct. Ds infoS already in ds tread of tweets pls",@451038 Please send  STOP to  35182 and 2442 for full VAS DND.  TT,138,False,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,1884940,@GloCare unable to make calls or send message again. Error response: call drop.Please its becoming annoying complaining everyday.08079053766,"@562409 Dear Femi, we sincerely apologize for the inconvenience. Kindly switch off and on your device after five minutes then try again. PE",140,False,True,False,False,False,False,False,False,True,True,True,False,1,2
,,,,,,2005903,"@GloCare 08053575663, connection failure, oke-ode, abule-egba, pipeline junction, igoke estate, tecno Y2, can't browse @18561 except  @2688(mile 2)","@191917 @18561 @2688 Hello Oluboba, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",146,False,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,209818,"@GloCare We are having difficulties using your network for the past two days now. We can't check balance, we are having call drops and the worst is",@165647 We apologize for the inconveniences experienced. Network engineers are presently working to resolve the issue. Kindly be patient. SO,147,False,False,True,False,False,False,False,False,False,True,True,False,1,2
,,,,,,9099,@GloCare @117628 @117625 @117626 @117627 @48760 @53205 @7476 This is over 10 times u people have been asking 4my number with conflicting responses frm SO &amp; d likes. 08054117690. U must refund my money.,@117624 @117628 @117625 @117626 @117627 @48760 @53205 @7476 We sincerely apologize.We are unable to assist to access the line that we are currently carrying out an upgrade. Please check back later. SO,205,False,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,2800841,"@GloCare @117627 
I load card and subscribed u telling me e never work that all these time am using my money de browse ? i DM u guys ‘ una de do me like hausa girl una no even wan pick my calls 
No be by force to use Glo oo 
God punish all of una 🚶🏿✌🏿
Hi @118424 🤚🏿",@774274 @117627 @118424 Already replied . ^GM,262,True,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,2560004,"@117627 @GloCare Nothing has been done for over a year now , I guess it's because no one is losing he/her job that's why y'all can be lackadaisical.
We're in Lagos not like we're in a jungle and we can't get basic &amp; consistent internet connectivity in 2017.
CC: @117626","@342588 @117627 @117626 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",273,False,True,False,True,False,False,False,False,False,True,True,False,1,2
,,,,,,2391726,@GloCare  OK,@688831 Thank you for choosing Glo. #GloEverydayBonanza #TeamUnlimited# GA,11,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2470823,@GloCare Ok.👍,@706717 Thank you for choosing Glo. #GloDataUnmatched #GloEveryDayBonanza #GloUnfairAdvantage #GloJumboSIM #TeamUnlimited GA,13,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,445901,@GloCare Thanks,@220601 You are welcome. ET.,15,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,381274,@GloCare thanks,@206428 You are welcome. Stay Unlimited !  TT,15,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,381906,@GloCare Okay. Thank you,@206560 You are welcome. Stay Unlimited!  TT,24,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,1424854,@GloCare Alright thank you,@139865 You are welcome.EE,26,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2534349,@GloCare 08154046242 Thank you,"@721120 Great, you have exhausted your data bundle.  You may send a mail to 3gsupport @117627.com for a breakdown of your data usage. FA",30,False,True,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2837430,@GloCare Lollll no leave it naa,"@206558 Good evening, Yes we will debit you soon. AP",31,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2092975,@GloCare No improvement yet pls.,"@618457 Hello, our engineers are still  working on the issue. Kindly bear with us. Thank you. DA.",32,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,320796,@GloCare @192430 What of tecnoY2?,@192431 @192430 Kindly send 4G to 400 to check the device compatibility to Glo 4G network. Thank you. TT,33,True,True,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,670046,@GloCare u ppl are ignoring me abi? 🤔🤔,@279817 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,38,True,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,209623,@GloCare She tried it. No connectivity,@165617 Please provide the number. UO,38,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2812732,@GloCare Now I know. Thanks for the info,@689824 You are welcome. AP,40,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,2443687,@GloCare @GloCare thanks for the feedback.,@700703 You are welcome. Thank you for choosing Glo.  #GloDataUnmatched #GloEveryDayBonanza #TeamUnlimited  GA,42,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,621068,@GloCare Okay. I'll thank you when it's done.,@267403 Stay Unlimited. ET.,45,False,False,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,1048766,@GloCare @367860 Its not working this morning,"@367861 @367860 Good morning, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",45,False,True,False,False,False,False,False,False,False,True,False,True,0,2
,,,,,,233410,@GloCare  yet to receive my N100. Pls refund it!!!,"@165602 Good morning, we apologize for the delay. Issue is being worked on. Please exercise patience. Thank you. SO",49,False,True,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,2092984,@GloCare pls my line got blocked while trying to input my code,"@618458 Apologies, we don't handle SIM blocked  issue(s) online due to security reasons. Kindly call 121 or visit Gloworld for assistance. DA",62,False,False,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,2951261,"@GloCare Pls, let this work this time. I can't deal with any more delays.",@814965 it will sir ~ OO,73,False,False,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,900742,"@GloCare Nah ooo
It's not yet refunded o
I tweeted some days back that I noticed another #100 reduction 
OA",@165650 Please may we know the exact date and time the deduction was made?  TT,106,False,True,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,2187087,"@117627 @GloCare This poor connection is not personal it's general, Sango ota, Ado-odo LGA, Nigeria brewery, ota. Too much apologies from glo, solve it fast","@523255 @117627 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",156,False,True,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,2178917,@GloCare @117627 Pls resolve it ASAP... Cos I can't wait to get bk online... Av been using someone's Hotspot here.. Pls i can't wait till 48 hrs according to this message I just received https://t.co/BeXNzRx4FC,@638601 @117627 The issue has been escalated to the unit in charge and It will be resolved soon. AP,210,False,True,False,False,False,False,False,False,False,True,True,False,0,2
,,,,,,1233412,"@GloCare I use am iphone n selecting 3G , it’s just the same , the internet connection is poor .",@409275 Please exercise patience and reconnect much later. Thank you. SO,96,False,True,True,True,False,True,False,False,False,False,False,False,3,1
,,,,,,1266230,"@GloCare I don't want messages about recharge to get bonus etc, it comes in every morning and it's really disturbing","@331948 Hello Meeday, kindly provide your mobile number for assistance to deactivate it. STOP to 2442 is fo full VAS DND.  TT",116,False,False,False,False,True,False,True,True,False,False,False,False,3,1
,,,,,,2178931,@GloCare poor data services here in ikotun area,"@638602 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",47,False,False,False,True,False,False,True,False,False,False,False,False,2,1
,,,,,,2121921,What are the requirements for retrieving a lost sim @GloCare,"@456319 Visit any Gloworld/Glo zone outlet with a valid means of ID, at least N100, the sim pack or affidavit and 5 frequently dialed numbers. GA",60,False,False,False,False,False,True,False,False,True,False,False,False,2,1
,,,,,,1054698,@GloCare Amount 250; date 22-10-2017; platform online recharge e-top up,@369212 did you recharge via your bank or a dealer? OO,71,False,True,False,False,True,False,True,False,False,False,False,False,2,1
,,,,,,315466,"@GloCare @191307 Is there any 4g site around Egbeda, new Ife road Ibadan?","@191313 @191307 Morning, yes there is along egbeda-atuba road, Ibadan, Oyo state. TT",73,True,True,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,103622,@GloCare Network is terrible in my area. Wumba District by Apo Mechanic Village Abuja.,"@135257 Hello Musa, we apologize about it. Our engineers are currently working on the issue in your location. Please bear with us. SO",86,False,False,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,94494,@GloCare @117627 Solved. Use *777# requested for Internet setting and phone is browsing,@136524 @117627 Good morning and thanks for feedback. SG,87,False,True,False,True,False,True,False,False,False,False,False,False,2,1
,,,,,,2500307,"@GloCare @7467 @25740 olorunsogo local govt,igbeti Oyo state,data and voice downtime android device","@713316 @7467 @25740 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. DA",99,False,True,False,True,False,True,False,False,False,False,False,False,2,1
,,,,,,2270527,@Glocare the network probz av started again.Guys kindly sort dis tinz once n for all in alagbado.08059189956,"@494251 Your complaint has been forwarded to the appropriate unit,for resolution. Kindly exercise some patience,while it is being resolved. CA",108,False,True,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,1079245,Glo is steadily frustrating me with their network issues. Just when I switched to their network for data. 😐 @GloCare,@374580 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you.EE,116,False,False,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,2695574,"@GloCare Ewupe sango Otta,infinix hot,poor voice call n horribly slow internet dat switches btw 2G n Edge instead of 3G.",@757494  kindly ensure your network is not on automatic but set to 3G only ~ OO,120,False,True,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,2163262,@GloCare dis network probz still persist in alagbado n u guyz don't appear to b concerned 4 abt 2wks nw.itz sad.08059189956,"@494251 Hello Oluyinka, we apologize for the inconvenience, our engineers are working on the issue. Thank you. UO.",123,False,True,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,33129,"@GloCare what is happening with your service in Yola, we are experiencing poor service delivery especially access to internet.","@123326 Hello Misa, we apologize. May we know your number, error message, exact location with landmarks, issue duration and device type? SO",126,False,False,False,True,False,False,True,False,False,False,False,False,2,1
,,,,,,381896,@GloCare  what is the code to stop getting your entertainment subscriptions finally?I send stop to 55357 only to be subscribed back to it.,"@206559 Good evening, please text STOP to 55357. Also text STOP to 2442 to cancel all unsolicited services. Thank you. SO",137,True,True,False,True,False,False,True,False,False,False,False,False,2,1
,,,,,,1511438,"@GloCare I beg you people in the name of God stop calling urself the grandmaster of data, come &amp; collect ur glo line o! I don't want again",@470813 Good evening. May we know if there is any issue you would like to bring our attention to? ^GM,142,False,False,True,True,False,False,False,False,False,False,False,False,2,1
,,,,,,209770,"@GloCare I'm talking of combo for international calling for 1000k subscription check d bal for me *777#,#122*1# isn't showing it nr is 07059646781","@165622 Good evening, please confirm when you subscribed for the combo plan. SO",146,False,True,False,True,False,False,True,False,False,False,False,False,2,1
,,,,,,20402,@GloCare *123*pin#,@120456 We apologize. Please provide card serial number. UO,18,False,True,False,False,False,True,False,False,False,False,False,True,1,1
,,,,,,1506137,"@GloCare Along AIT rd, alagbado Lagos","@469548 We are aware of the connectivity issue in Alagbado,and its already receiving attention. We offer our apologies about this. ^GM",37,False,False,False,True,False,False,False,False,False,False,False,True,1,1
,,,,,,2791292,"@GloCare Osun State, Osogbo, Kobongbogboe.",@443221 Good morning Sanchtech. We suggest you stay on 2G ONLY in the mean time. Work is being done around that location. ^GM,42,False,False,False,True,False,False,False,False,False,False,False,True,1,1
,,,,,,2222629,@glocare @117627 why is your network so slow?,"@649103 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",45,True,True,True,False,False,False,False,False,False,False,False,True,1,1
,,,,,,107442,@GloCare I hope the charge rate won't be much,@139865 You will be  charged 1naira per Mb . Thank you. AP,45,False,False,False,False,False,False,True,False,False,False,False,True,1,1
,,,,,,1199678,No glo network since 6pm ...@GloCare what's up?,"@401880 Hello, we empathize with you. May we know the error message you get? PE",47,True,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,596135,@GloCare You mean I should tweet my gsm number?,"@261268 Evening,  kindly provide your number for a quick check. AP",47,True,False,False,True,False,False,False,False,False,False,True,False,1,1
,,,,,,2414019,@GloCare Please can i know the meaning of DND list,@693915 Do not disturb . CA,50,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2443723,"@GloCare Egan  in igando,affected number 08155112423",@700710 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,51,False,True,False,True,False,False,False,False,False,False,True,False,1,1
,,,,,,2443718,"@GloCare Egan in igando,affected number 08155112423",@700710 Please bear with us . The network issue in the referenced area is still receiving attention with our network team and would be addressed. CA,51,False,True,False,True,False,False,False,False,False,False,True,False,1,1
,,,,,,1546534,Hi @GloCare your network has been terrible for weeks now.,"@478887 Morning,We apologize, may we know the exact network issue you are having and your location? AP",57,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,2490262,@GloCare pls does glo have 4g coverage at Ojo okoko lagos,@389621 Yes we have. AP,57,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,2330482,"@GloCare Atimbo, Calabar

09053304199

For about 4 Hours now",@324025 Kindly confirm if the issue is experienced by other Glo users in your location. Thank you . CA,58,False,True,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,2685770,@GloCare hi would like to deactivate my glo camp-boost plan,"@433350 Hello George, do you refer to stopping an already active plan? UO",59,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1190661,"@GloCare Y'all need to do better tbh. 

Please just do better.","@399853 Hello Oluwatosin, how may we help you?  TT",60,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1016172,@GloCare I'm having issues recharging my glo line. I need help pls,"@360439 Good evening. We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. FA",66,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,304494,@GloCare I currently do not have sufficient credit to make the call,@188713 The recharge amount has 5 days validity. View details below.  TT https://t.co/DwDgOHYsCv,67,False,False,False,False,True,False,False,False,False,True,False,False,1,1
,,,,,,2330443,"Hello @gloCare 
I don't receive SMS on my line. Please kindly correct",@562309 Try to restart your phone without the sim on it. Replace sim and try to send a message to your line. CA,68,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1157088,@GloCare pls i want to remove a no. From glo gifting how do i do that,"@392192 Hello Tobi, you can remove shared number ( not gifting) Dial *127*02*[friend’s number]# OR Send “Remove [friend’s number]” to 127. SO",69,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2231259,@GloCare @651091 pls does glo have 4g coverage at Ojo okoko Lagos state,@389621 @651091 Yes we do. AP,71,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,49737,@GloCare It's high time you pple should introduce social bundles/plan...,"@127131 Hello Yemi, We will notify the management of your request.Thank you  UO.",72,False,False,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,725190,@GloCare check it now. Network must have rectified itself by now. 07059835151,@293710 Good morning. Our sincere apologies about this again. The issue has been escalated for investigation.Expect our update afterwards. ^GM,77,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,1518982,@GloCare please kindly deactivate the Auto borrow me on dis line 07057946656 up,@472322 Treated. ^GM,79,False,True,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2831966,"@117627 @GloCare Since u were able to get my name, am sure u have the number also","@560190 @117627 Afternoon, kindly provide your number for a quick check. AP",81,False,True,False,True,False,False,False,False,False,False,True,False,1,1
,,,,,,2054146,"@GloCare The network is so irritating, I think it’s high time to swap the network","@607527 Hello Bams, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",81,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,1123733,"@GloCare Card Serial No.:
__credit_card__. [08050597950]. Loaded around 12am tday.",@385001 The issue reported has been escalated for resolution. Kindly be patient.  TT,82,False,True,False,False,True,False,False,False,False,True,False,False,1,1
,,,,,,424203,@GloCare @215975 Please unsubscribe entertainment factory on my line 0905 585 8471.,"@215974 Hello Victor, To stop Binbit, please send STOP GL1 to 55357. Thank you. UO",83,False,True,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1535455,"@GloCare Oban, Calabar. No network for 4 days.
08053530355. Gionee A1. Mast gen. Off.",@476124 The issue reported has been escalated for resolution. Kindly be patient.  TT,85,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,445933,"@glocare! Good morning! Want to migrate to call unit of 20/s, what the code pls. Th,ks","@220607 Morning Titilope, Gbam Extra has a tariff of 12k/sec to Glo and 15k/sec to other network. Access charge of N5 applies on days calls are made.  TT",86,False,True,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1600716,@GloCare I am staying within OAU campus. I don't know where you have your mast installed,@491471 May we know exact location with landmarks on the campus and the  issue duration for assistance?  TT,88,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,228173,"@GloCare Kano Municipal Emirs Palace, near Kurmawa prison, alternate phon no: 08127310398",@170401 The issue reported has been escalated for resolution. Kindly be patient.  TT,89,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,2651040,"@GloCare That was the response. Do I have to keep recharging, or what? I don't get it please.",@747753 Recharge more to unlock some more. Dial #122*23# to view unlocked bonus. ^GM,93,True,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,967837,"@GloCare if a friend share his data with me ,does it indirectly means I share mine with him too ?","@318686 Morning, no it does not. AP",97,True,False,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,736333,@296135 @296137 @117627 @GloCare Shebi dem talk say Glo 4G dey ok. Give it a try and give us feedback.,"@296136 @296135 @117627 Hello Leo,may we know the exact location at Gbagada? CA",102,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,1894594,@GloCare My airtime has dropped from 40 to 15 again? What did I do for you guys gangan? I want to know.,"@564748 Hello Kashif, we apologize about it. Work already in progress on the vas without intent issue reported. Please exercise patience. SO",103,True,True,False,False,True,False,False,False,False,True,False,False,1,1
,,,,,,793273,"@GloCare Am in kwale, Ndokwa west L.G.A, delta state Nigeria, close to ogbeani town Hall, winners chapel",@307683 We apologize for the delayed response. Please check your timeline. Thank you. UO.,104,False,False,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,1433270,"@GloCare I call 124, still is the same thing. my call can not be completed please contact customer care.","@452788 Hello Ibrahim, we apologize. Issue has been escalated to the unit in charge for assistance. SO",104,False,True,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2330536,"@GloCare I thought glo infinito, which I'm currently on, also enjoys the 200% bonus? When did that stop?","@141397 No please. Bumpa package enjoys 200 % bonus on every recharge,from N100 and above. CA",104,True,True,False,False,False,False,False,True,False,True,False,False,1,1
,,,,,,1632844,@GloCare .THIS is sad cause am thinking of changing my line. not fair . What's happening wit ur network .,"@499618 We empathize, issue is being undertaken by the concerned team, please be patient. SG",105,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,469805,@GloCare please Globacom how will i activate my deactivated line ? If i load a Card will it activated ?????,"@226870 for deactivated sim, please visit the nearest Gloworld with N100, sim certificate and valid identity card. Thank you",107,True,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2469253,"@GloCare 08153619040, tecno camon c8, Port Harcourt - Trans / Woji / Elelenwon always no network connection.",@706390 Our unreserved apology for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,108,False,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,2330462,"@GloCare Please, how long would it take to be able to resolve this issue. The experience is not funny at all...","@674704 We apologize, Kindly be patient.Thank you.EE",111,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,2242951,@GloCare... It's been 7 days now that glo haven't been browsing at FUTMINNA GK campus neighborhood. Frustrating.,@653893 We sincerely apologize for the inconvenience. The issue with your location is being worked on. We implore you to please bear with us. GA,112,False,True,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,2190313,"@641185 @GloCare lol I don't know about Abuja, but in Lagos its useless. It doesn't work, and they drink your data!",@182118 May we know the exact issue being experienced at your location to offer you assistance? TT,115,False,True,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,481000,@GloCare I just bought this network and truth be told....it is the worst. Your awoof package is a big scam. Disgusted.,"@229324 Is not scam,Credit amount is split into Main account and Bonus accounts. Recharge amount goes to Main a/c and balance goes to voice and data bonus accounts. Dial #122*23# to check bonus balance. See link for details https://t.co/760y8fDOaK. ET.",118,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,276707,@GloCare called your customer care three times today and they've done the same thing you're doing now. Feigning assistance!,@182118 Please state the issue in this chat thread for assistance. Thank you.  TT,123,False,False,False,False,False,False,False,False,True,True,False,False,1,1
,,,,,,1732070,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO.",130,True,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,65411,@GloCare u guys wee just be deducting 1s money and if u now call u wee start hearing..u subscribed for certain plans... Issa lie o,@130981 May we know how much was deducted and when the deduction was made?kindly provide your number for assistance. ET.,130,False,True,False,False,False,False,True,False,False,True,False,False,1,1
,,,,,,658682,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,@276819 We kindly request you monitor your data usage. You may want to check if you have any number(s) sharing data with you. CA,131,True,True,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,1613035,"@117627 @53686 @GloCare, I'm reminding U that 0238694957 is still waiting for U 2 resolve his internet issues. It has been 2 months.",@494922 Please contact __email__ for assistance. Thank you for your patience. UO,132,False,True,False,True,False,False,False,False,False,True,False,False,1,1
,,,,,,2769400,@GloCare @170399 what sort of network is this? over 7hrs I've been trying to subscribe. network engineers have been working since 6am,@232567 @170399 Kindly try again issue has been resolved. ET.,133,True,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,1329183,"@GloCare it is no longer news dat ur customers complain daily over poor netwrk coverage,yet u don't seem to b bothered abt fixing it..","@430120 Kindly provide your phone number, exact location, device type and error response so we can progress. Thank you. UO.",134,False,False,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,347136,"@GloCare i went to ur office to change my sim to Nano sim, after presenting my sim n idcard, d lady there said I mst bring an affidavit",@198670 You will need an affidavit in place of the items you cannot provide for the replacement. ET,135,False,False,False,False,False,True,False,False,False,True,False,False,1,1
,,,,,,1210497,"@GloCare Network status? Worst! I Just replying 2 days later means, everything was shot down till last night, hope this last past 12 noon.","@404147 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",138,True,True,True,False,False,False,False,False,False,True,False,False,1,1
,,,,,,386999,"These @GloCare people are playing me o....Two VAS deducted without my intent after my first complain..24-48 hrs??? Perhaps,i will sue them","@207616 Afternoon, kindly provide your mobile number for checks and assistance.  TT",138,True,True,False,False,False,False,True,False,False,False,True,False,1,1
