customer_tweet_id,golden_customer_text,golden_intent,retrieved_customer_text,retrieved_gloCare_response,similarity,retrieved_customer_tweet_id,relevance,vector_top1_distance,vector_top1_customer_text,vector_top1_response,vector_top1_tweet_id,vector_rank1_distance,vector_rank1_customer_text,vector_rank1_response,vector_rank1_tweet_id,vector_rank2_distance,vector_rank2_customer_text,vector_rank2_response,vector_rank2_tweet_id,vector_rank3_distance,vector_rank3_customer_text,vector_rank3_response,vector_rank3_tweet_id
2267327,"@117627 @659903 Since @GloCare won't take my calls please why is #100 taken from my account daily when I have not subscribed for data or any glo services. I bought this line on Thursday 9th Nov., 2017",unauthorized_charge_or_vas,@GloCare please why is my data paused?,"@404968 Hello Kevin, may we have your number for clarification. Thank you. SO",0.1829803932481904,1214213,0,0.4219322204589844,"@117627 @glocare, for more than 12 hours I can't make nor receive calls after calling 100 for assistance although the data looks great!","@562345 @117627 Hello Chidi, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884709,0.4219322204589844,"@117627 @glocare, for more than 12 hours I can't make nor receive calls after calling 100 for assistance although the data looks great!","@562345 @117627 Hello Chidi, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884709,0.44324496388435364,"@GloCare Even to check balance, to subscribe or to call
The glo number; 09057682088
Please help to rectify it because I have much things to do online","@562349 Good morning, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884721,0.45972740650177,"@GloCare I can't make calls with this number 08158249771, all my calls doesn't go through, why?","@576174 you made calls on the line this morning, may we know the error it now gives? OO",1936670
2490259,"@GloCare @117627 Number-07052632663
Device type- infinix hot note x551
Location- Akwa Ibom state university, Ikot Akpaden, Mkpat enin, Akwa ibom state
Error message- emergency
Signal- No signal
Alternate numbers- 08128059629...08147428657",network_issue,"@GloCare @117627 Device type- infinix hot note x551
Location: Akwa Ibom state university, ikot Akpaden, Mkpat enin LGA, Akwa Ibom",@242707 @117627 Kindly provide your number. AP,0.8154662953373004,2490247,2,0.333105206489563,"@GloCare @117627 Device type- infinix hot note x551
Location: Akwa Ibom state university, ikot Akpaden, Mkpat enin LGA, Akwa Ibom",@242707 @117627 Kindly provide your number. AP,2490247,0.333105206489563,"@GloCare @117627 Device type- infinix hot note x551
Location: Akwa Ibom state university, ikot Akpaden, Mkpat enin LGA, Akwa Ibom",@242707 @117627 Kindly provide your number. AP,2490247,0.4802929759025574,"@GloCare 07051250777, Infinix Hot3, Alagbado AIT side, no signal at all, 08093955968","@634314 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",2493430,0.6733987331390381,"@GloCare 09054570702, Infinix hot 2, emergency calls only, no 3g signal and very slow if any, a month, The Bridge College, Obada Ojurin, Abeokuta",@369435 Work is ongoing in order to resolve the issue. We crave your patience while this is done. Thank you. CA,2208813
1371022,Lol prople dey para oo. Hahhahahahaaha. Oya @GloCare kindly stop any VAS service and callertunes oo. They have abused me for being too patient with u. I asked a question and yet to get an answer. How can i get my number across without dropping it on timeline? https://t.co/z5KKf4KEq9,unauthorized_charge_or_vas,@GloCare It is yet to resolved and I'm yet to get my airtime back... And I'm still receiving those goddamned Hausa sports update... What the heck.,@801998 kindly sms STOP to 2442 ~ OO,0.2111379509947954,2893700,2,0.7410619854927063,"@GloCare 07057727789 dats my number
This happened just yesterday, I need una reply bikonu","@349729 Morning,We apologize.May we know what the exact issue is? AP",967829,0.7410619854927063,"@GloCare 07057727789 dats my number
This happened just yesterday, I need una reply bikonu","@349729 Morning,We apologize.May we know what the exact issue is? AP",967829,0.7542873620986938,@GloCare #100 was deducted for callertune service I Neva subscribed to. 07054432423 is my nomba..do somtin abt ur services,"@562318 Good morning, issue has been escalated to the unit in charge for assistance. However, please text DEREG to 7728 to deactivate the service.SO",1884591,0.7559698820114136,@117627 @GloCare I never at anytime subscribed to Guiness Records and my money deducted unjustly.. Just unsubscribe me from any VAS. The reason my Glo sim remains useless.. 08056376989,@570958 @117627 The complaint has been escalated. Please send STOP to 2442. Thank you for your patience. ET.,2785245
2358305,@GloCare I can't browse check your network,data_issue,Glo please check your network  @glocare,@206557 May we know the issue you are encountering? CA,0.4271543795086363,1000334,1,0.29156845808029175,@GloCare Finding it difficult to browse. No network,"@165612 Danny, kindly provide your exact location with landmarks, LGA, Alternate mobile number, issue duration and device type for assistance. TT",1992662,0.29156845808029175,@GloCare Finding it difficult to browse. No network,"@165612 Danny, kindly provide your exact location with landmarks, LGA, Alternate mobile number, issue duration and device type for assistance. TT",1992662,0.31511935591697693,@GloCare what's wrong with your network.. Couldn't use it to browse since yesterday,@634314 We apologize.Kindly provide your number and location  for checks.EE,2159627,0.3804912269115448,@GloCare I having difficulties when it comes to browsing your network is bad.,"@747773 Our sincere apologies about the issue. Kindly send in the exact location (with landmarks),and number affected,for escalation. CA",2651177
296363,@GloCare Why am I charged for airtime not used?,recharge_or_airtime_issue,@GloCare your network is not only BAD but you guys won't stop defrauding Nigerians why am I charged #100 everyday for nothing.#fraudsters 😠😠,@674171 Good evening. May we have your cellphone number to run a check on your line? FA,0.3149404010943905,2327967,1,0.4566196799278259,@Glocare I've been charged twice for the payment of airtime I borrowed last week,"@169699 Sincere apologies, may we have your number for verification? IA",224744,0.4566196799278259,@Glocare I've been charged twice for the payment of airtime I borrowed last week,"@169699 Sincere apologies, may we have your number for verification? IA",224744,0.47874021530151367,@GloCare kindly explain why you guys keep deducting my airtime without making any chargeable transactions?????,"@478886 Morning Raniii, please provide your mobile number for checks and assistance.  TT",1546530,0.4801619052886963,"@GloCare anytime i recharge my glo line, the airtime simply disappears, i am being ripped off. I am not recharging till you check out whats going on.",@768173 We apologize about that. May we have your number for a check? CA,2742341
2380426,@GloCare old how can a customer check his data account? Thanks,data_plan_issue,@GloCare Hi. Pls how can I know number share his data to my number.,"@218151 Afternoon, to check lines sharing your data plan dial *127*00#.  TT",0.3555868417448818,433677,1,0.48755714297294617,@GloCare Pls how can I check my balance account and my data balance?,"@456814 Hello Falade, please dial #124*1# or call 124 press 1 for main balance. Text info to 127 or dial *127*0# for hsi data. SO",1451419,0.48755714297294617,@GloCare Pls how can I check my balance account and my data balance?,"@456814 Hello Falade, please dial #124*1# or call 124 press 1 for main balance. Text info to 127 or dial *127*0# for hsi data. SO",1451419,0.5790511965751648,@GloCare please how do i check my data balance,"@608967 Morning Ajayi, dial *127*0#, send INFO to 127 or visit https://t.co/9AUff9sc8Q or download Glo Cafe App to check HSI data balance.  TT",2059021,0.5857975482940674,@GloCare i can't even buy data or check my data balance,@287108 May we know the error message  received? AP,700293
974051,@GloCare 07057789957....pls check why the money I recharged for auto renew was deducted without any apparent msg on d deduction,unauthorized_charge_or_vas,@GloCare the plans displayed on *777# are they for auto renewals or extension? Bcos I did not auto renew,"@276814 The plans are for both existing and new subscribers. If you subscribe before plan expires or within 7 days after expiration, you will get the 100% data bonus otherwise you will get the revised [half]data. Kindly dial and make your choice of plan. GA",0.2226524255389807,658653,1,0.53436678647995,@GloCare please I don't know why you deduct my money on recharge. Kindly deactivate all deductions on 08118187834,@131703 The service has been deactivated. Please send STOP to 2442. Thank you for your patience. ET.,69343,0.53436678647995,@GloCare please I don't know why you deduct my money on recharge. Kindly deactivate all deductions on 08118187834,@131703 The service has been deactivated. Please send STOP to 2442. Thank you for your patience. ET.,69343,0.5975217223167419,@GloCare please why my line is deducted anytime i recharged 07055250760,"@360438 Hello Hussain, VAS on the line has been deactivated. You may send STOP to 2442 for full VAS DND.  TT",2941346,0.6219322085380554,"@GloCare You said there wasn't gonna be any deductions, but the credit I recharged, has just been deducted",@120254 May we know the mode of recharge?,2121902
120114,@GloCare u give sending me sms dat my network signal issues has being resolved I said u deducted money 08055451220 work on this pls,unauthorized_charge_or_vas,"@GloCare The reference""Dear Customer, Your Network Signal Issues Ref: GLO 1-4817898187 request has been resolved. Glo Unlimited!!!""",@596709 We apologize. May we know what the exact issue is? AP,0.2075418194675376,2049480,0,0.5107802748680115,"@GloCare please i have been having network issues on my line, not able to make or receive calls, use data, sms phone no: 08050610789","@633585 Hello Micheal, Kindly recharge and try using the line .Thank you.EE",2156637,0.5107802748680115,"@GloCare please i have been having network issues on my line, not able to make or receive calls, use data, sms phone no: 08050610789","@633585 Hello Micheal, Kindly recharge and try using the line .Thank you.EE",2156637,0.5560872554779053,@GloCare Pls kindly do something on this line the network is so poor and bad can't even use the internet. 09059293195,"@255855 Apologies, may we know your location? DA",2651017,0.5722929835319519,"@GloCare 08113773291.
Are u telling mi it's my line that as an issue now and not ur network in my area???",@469549 We offer our apologies about the network issue in Ifako-Gbagada axis. Its already receiving attention. ^GM,1506146
2330303,"@GloCare 08119242743,no network  bars atall,and went it comes up,i can't mk calls not even browse  wit it, Ajah, Lagos, Moba town etiosa lga",network_issue,"@GloCare 08119242743,no network  bars at all, and when it come back, i can't mk use it, and I just renewed my subscription,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom","@674684 Hello Abubakar, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",0.4385798986518902,2330306,2,0.4957404136657715,"@GloCare 07053909637, bq x5, iba Lagos....no internet connection. That of calls is emergency","@298299 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",745779,0.4957404136657715,"@GloCare 07053909637, bq x5, iba Lagos....no internet connection. That of calls is emergency","@298299 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",745779,0.5360304117202759,"@GloCare 08119242743,no network  bars atall, and wen it come back, i can't mk use it, and I just renewed my data,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom","@674684 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly bear with us. DA",2330300,0.5360304117202759,"@GloCare 08119242743,no network  bars atall, and wen it come back, i can't mk use it, and I just renewed my data,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom","@674684 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",2330300
16086,@GloCare it has become obvious dat my units are taken illegally. I recharged 300 last week never called for even a minute but yesterday...,unauthorized_charge_or_vas,"@GloCare , can you deactivate my glo radio please. It has become a habit of Glo charging me for what i NEVER subscribed for. 08055128099",@313484 We apologize. The complaint has been escalated and deactivated  Please send STOP to 2442. Thank you for your patience. UO,0.218343298620995,811995,2,0.7010706067085266,@GloCare pls I want to know why I'm being deducted 100# from my last recharge. I don't owe you guys. Pls I want to sub to a data plan.,@161615 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,2697513,0.7010706067085266,@GloCare pls I want to know why I'm being deducted 100# from my last recharge. I don't owe you guys. Pls I want to sub to a data plan.,@161615 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,2697513,0.7132046222686768,@GloCare I wonder why anytime I recharge my line.... I get charged for a service I don't know..... 08053749532,"@191314 Morning Ayodele, please send STOP to 35184 to deactivate the active VAS on the line.  TT",315470,0.7154021263122559,"@GloCare pls i recharged #400 on my glo line &amp; I've nt made a single call wt it bcoz I traveled 2 an area without network. Bt each day d airtime is deducted. Pls rectify &amp; refund me. My number 08153207322, Gombe town.","@688256 We apologize , Please be informed your complaint has been escalated .Thank you.EE",2388767
793275,"@GloCare, i can't browse with Glo, but same setting, is what am browsing on Mtn, we love ur network more than other, kindly do something pls",data_issue,@GloCare  I can't browse with my line;08153379164. Urgent reply pls,"@614655 Evening Taiwo, the data plan on the line has been exhausted and there isn't sufficient credit on  it for PAYU data. Recharge &amp; subscribe. TT",0.2797545724181443,2078245,1,0.5365239381790161,"@398346 @GloCare @122461 Wallahi, both @122461 and @118424 have better browsing network than Glo I don't know why? MTN problem is high data charging.","@398347 Morning Nura, may we know the exact issue being experienced at your location to offer you assistance? TT",1183745,0.5365239381790161,"@398346 @GloCare @122461 Wallahi, both @122461 and @118424 have better browsing network than Glo I don't know why? MTN problem is high data charging.","@398347 Morning Nura, may we know the exact issue being experienced at your location to offer you assistance? TT",1183745,0.6072506904602051,@GloCare hi there has been an issue with glo network in my area since morning ppl are complaining they are unable to browse thanks,"@634311 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. EE",2159608,0.6762999296188354,@GloCare The network for browsing isn't stable n reliable,"@674167 May we have your cellphone number, location, landmark, device name, model, APN, username and password? FA",2327946
745771,"@GloCare I have made complaints severally on how glo deducts my airtym,yet nothing was done abt. I will never patronize ur useless network again",unauthorized_charge_or_vas,@GloCare wow.. Its the 3rd day... Yet nothing has been done... Do u even take these complaints seriously?? https://t.co/7GB9BK2E7D,"@163788 Hello @163788, We apologize for the inconvenience, our engineers are working on the issue. Please bear with us . Thank you. UO.",0.1901289285362209,384316,2,0.6548984050750732,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO.",1732070,0.6548984050750732,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO.",1732070,0.6609838008880615,@GloCare the glo network in my environment is very poor. Please do something about it,"@806538 We apologize, may we know the exact network issue you are having? AP",2913533,0.6740642189979553,"@GloCare @117627 The Entire Glo Customers Care Service needs a deep evaluation including your network services because the network has been bad now for months. 

Stop playing around @GloCare 

This is a very serious issue for me and I believe for most people. 

Step up your game and do your job.","@131704 @117627 We empathize. May we know the exact  issue you are experiencing?Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance.ET",69348
1258137,@GloCare network been switching off &amp; on. It has been completely off for a while now &amp; I can't even call customercare pls help 07053337908,network_issue,"@GloCare glo network has been completely off in potiskum yobe state,its 2days now","@432915 Hello Nafiu, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",0.2632623066115359,1836354,2,0.40602177381515503,Its been over two weeks we have been battling with no network service @GloCare,"@625142 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2121867,0.40602177381515503,Its been over two weeks we have been battling with no network service @GloCare,"@625142 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2121867,0.4351766109466553,@GloCare your network has started again in my area oooo... Seems it's time to get rid of your sim card.. I didn't have service since yesterday morning,"@634314 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",2493431,0.4358219504356384,@GloCare my network has been bad for 4days now no service coming on.....pls how can you fix this,@685968 We sincerely apologize for the inconvenience. May we have your location? IQ,2378670
2764089,"Dear customer, your subscription of CHOLESTROL's gpa cannot be renewed due to insufficient balance. @117627 @GloCare CANCEL. I did not subscribe to it. #Fraud.",unauthorized_charge_or_vas,@GloCare cancel date renewal.,@153133 Please send CANCEL to 127 to stop data auto renewal.  TT,0.2217746896650435,160995,0,0.6832364797592163,"@GloCare @263682 @263683 @215975 Dear Glo, please unsubscribe me from 577 {skin's GPA} I was about to recharge my line this morning when I was notified that 577 renewal was not possible due to insufficient balance. I never subscribed to this so help stop it. Thanks. 08079813135","@263684 Hello Adesanya, your request for VAS deactivation has been treated. You may send STOP to 2442 for full VAS DND.  TT",604414,0.6832364797592163,"@GloCare @263682 @263683 @215975 Dear Glo, please unsubscribe me from 577 {skin's GPA} I was about to recharge my line this morning when I was notified that 577 renewal was not possible due to insufficient balance. I never subscribed to this so help stop it. Thanks. 08079813135","@263684 Hello Adesanya, your request for VAS deactivation has been treated. You may send STOP to 2442 for full VAS DND.  TT",604414,0.728347659111023,"@GloCare  pls for heaven's sake, I have never subscribed for cholesterol. Why will I be charged unnecessarily. 08050275568. This is fraud","@763710 Hello Lukman, the VAS on the line has been deactivated. Send STOP to 2442 for full VAS DND.  TT",2722106,0.8240797519683838,"@GloCare there is one ""cholesterol tips"" I did not subscribe to which I receive update and deduction. Please cancel it. My number is 07057192077",@285530 The service has been deactivated. Please send STOP to 2442. Thank you for your patience. AP,694178
