candidate_id,customer_tweet_id,customer_text,brand_response,customer_created_at,brand_created_at,response_count,has_multiple_responses,text_frequency,has_duplicate_text,text_length,word_count,length_bucket,cluster_id,sampling_priority,pilot_intent
11,2391727,"@GloCare .....4 d last 2 weeks we have noticed that the network went off 10pm and comes back 8am in d morning, @ Igbogila Yew north, Ogun st",@688831 We apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly bear with us. EE,Tue Nov 14 08:22:57 +0000 2017,Tue Nov 14 10:11:02 +0000 2017,1,False,1,False,140,28,long,5,0,
12,2628682,@GloCare Thank you for your prompt response,@742416 You're welcome. CA,Fri Nov 17 17:07:17 +0000 2017,Fri Nov 17 17:09:45 +0000 2017,1,False,1,False,43,7,short,7,0,
13,645796,@117627 @648034 Dear @117627 @GloCare kindly cancel the auto renewal sub on my line,@783874 @117627 @648034 Morning. Please send CANCEL to 127 while the plan is active to stop data auto renewal service. Thank you.  TT,Wed Nov 22 06:29:09 +0000 2017,Wed Nov 22 06:35:37 +0000 2017,1,False,1,False,83,14,medium_short,2,0,
14,2828187,"@787682 @GloCare But the glo network is terrible at my ends here, and efforts to get it rectified has proved abortive. So @118424 is a fantastic alternative. @5566 has lost my customership long ago as far data is concerned.","@621830 we apologize, may we know the exact challenge experienced sir? OO",Mon Nov 27 09:28:11 +0000 2017,Mon Nov 27 10:58:17 +0000 2017,1,False,1,False,223,39,long,5,1,
15,593198,"@glocare, I borrowed credit from you guys and now you have refused to take it back after recharging.. My number 08077658049. Please kindly remove it.",@260430 Hello  Olumide. The borrowed credit has now been recovered. Stay Unlimited!  TT,Sun Dec 03 16:53:51 +0000 2017,Sun Dec 03 16:59:06 +0000 2017,1,False,1,False,149,25,long,8,0,
16,2679698,"@GloCare.Pls,I will like to cancel data renewal now,how do I go about it?",@753981 Please send CANCEL to 127 whilst the plan is still active. Thank you. UO.,Tue Oct 31 14:45:05 +0000 2017,Tue Oct 31 15:12:59 +0000 2017,1,False,1,False,73,13,medium_short,9,0,
17,2345075,@GloCare . I misplaced my glo sim but luckily I found it back but it was already deactivated.... please help me,"@678141 To replace/retrieve your SIM, you need to visit any Gloworld/Glo zone outlet with a valid means of identification, at least N100 and the sim pack,with 5 frequently dialed numbers.",Mon Nov 13 14:21:49 +0000 2017,Mon Nov 13 16:08:17 +0000 2017,3,True,3,True,111,21,medium_long,4,5,
18,202258,@GloCare is there an app apart from Glo cafe that one can use to load a recharge card for iPad Air 2?,"@161617 Good morning, we don't have another App apart from GloCafe. However, you can log on to https://t.co/QtHZF68dka. SO",Tue Oct 03 08:49:27 +0000 2017,Tue Oct 03 09:07:07 +0000 2017,1,False,1,False,101,22,medium_short,0,0,
19,148502,@117627 @GloCare I beg you guys please I can't browse I have 3Gigabyte this is so unfair I can't do my work bro,"@638599 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",Thu Nov 09 14:03:42 +0000 2017,Thu Nov 09 15:23:19 +0000 2017,1,False,1,False,111,23,medium_long,2,0,
20,228212,@GloCare Good evening...,"@170403 Hello Yukandie, how may we help you? UO",Sat Nov 04 20:50:43 +0000 2017,Sun Nov 05 06:54:01 +0000 2017,1,False,1,False,24,3,short,11,2,
21,2933854,"@811252 @GloCare I want to opt out of it as well...  
And what is the problem with the network?? 
All I get is apologies no compensation for the description caused by your network problems affected my business and personal life... And customer service agents need commons sense not guidelines","@648039 @811252 Morning, kindly migrate to another package to opt out of Jumbo package. View available packages at the link:  https://t.co/bVzBGOevhb  TT",Wed Nov 29 12:37:51 +0000 2017,Wed Nov 29 13:12:07 +0000 2017,1,False,1,False,292,49,long,5,1,
22,209824,"@GloCare I have bonus unlocked and available for use: Voice: N960.80; Data: 105MB. When am I entitle to use the bonus and is it for online calls only? ?? Please, revert back to me?  Thanks.  07058616007.","@165647 You are on Glo Jumbo from which you got the bonus when you recharged. The bonus is for SMS, Browse and calls to Glo customers. And you can use it anytime   GA",Sat Nov 18 22:27:24 +0000 2017,Sun Nov 19 01:06:21 +0000 2017,1,False,1,False,203,36,long,6,1,
23,1371024,@GloCare I activated 1k data plan and was credited with 1.6GB as against 4GB. y? 08059867759,@439143 Good afternoon. You were given 4GB not 1.6GB. Kindly check your data balance again. FA,Sat Nov 25 09:43:33 +0000 2017,Sat Nov 25 12:29:30 +0000 2017,1,False,1,False,92,16,medium_short,6,0,
24,618164,@GloCare my number is 09053588233 kindly reactivate,"@265502 The SIM pack or other evidence of direct purchase/ownership of the SIM must be provided and where it is unavailable, an affidavit attesting to the ownership and loss of the SIM must be provided.​ ET.",Wed Nov 22 13:09:06 +0000 2017,Wed Nov 22 14:27:03 +0000 2017,2,True,2,True,51,7,short,8,5,
25,2172648,"@GloCare @117627 @117626 @117626 this is an official complain, take it up, you have a mandate to protect Nigerians against these hoards of thieves.","@165597 @117627 @117626 Afternoon,the issue has been escalated to the unit in charge and It will be resolved soon. AP",Thu Nov 09 10:23:12 +0000 2017,Thu Nov 09 13:57:06 +0000 2017,1,False,1,False,147,24,long,10,0,
26,424185,@GloCare Thank you,@215971 You are welcome. Stay Unlimited!  TT,Tue Oct 10 14:09:17 +0000 2017,Tue Oct 10 14:23:23 +0000 2017,1,False,9,True,18,3,short,7,4,
27,493156,"@232561 @117627 @GloCare That Was How I Hoped When N505 Was Down To Zero Naira... They've Started Again Today. I'm Not Hoping Again

I Was Even Shouting They Should Refund Me But Now They Can Keep The PRevious Money.. They Should Just Stop This Unnecessary Deduction Abeg!

@GloCare @117627 Is Beg I Beg https://t.co/2O7Lz0sSFr","@232560 @232561 @117627 Evening,  kindly provide your number for a quick check. AP",Fri Dec 01 08:53:17 +0000 2017,Fri Dec 01 16:28:06 +0000 2017,1,False,1,False,327,54,long,2,1,
28,117814,@GloCare what is the code to confirm glo number from the phone? Kindly revert. Tnx,"@142129 Hello Adeyemi, Kindly dial 777*# or dial 124, press 4 to confirm your phone number. Thank you. AA",Thu Nov 23 20:45:19 +0000 2017,Thu Nov 23 21:53:06 +0000 2017,1,False,1,False,82,15,medium_short,8,0,
29,297212,"@GloCare
1. u gave me bonus data which I can't use
2. u deducted all my credits without reason.","@186799 Good afternoon, please provide affected number for clarification. Thank you. SO",Fri Oct 06 14:40:57 +0000 2017,Fri Oct 06 15:07:32 +0000 2017,1,False,1,False,95,19,medium_short,6,0,
30,1479669,@GloCare please how do I utilise my Jumbo sim bonuses? I have as much as 5k but I can't see it on  #122*40#,"@436228 Hello Charles, please dial #122*23# to check the Jumbo bonus. The bonus is for Glo to Glo calls.  TT",Thu Nov 02 19:38:23 +0000 2017,Fri Nov 03 06:23:03 +0000 2017,1,False,1,False,107,23,medium_long,4,0,
31,2391742,@GloCare @117627 No wahala 😃,"@681851 @117627 Sincere apologies Babyoku, kindly restart your device and dial code again. You will be able to subscribe for your preferred plan. GA",Tue Nov 14 09:46:30 +0000 2017,Tue Nov 14 15:09:37 +0000 2017,1,False,1,False,28,5,short,10,2,
32,320790,"@GloCare Done so already, no feedback yet. 
My device is a 4g device pls",@192430 Please note the Glo 4G network is compatible with device having band 28(700) frequency only  now. TT,Sat Oct 07 13:03:03 +0000 2017,Sat Oct 07 13:12:59 +0000 2017,1,False,1,False,72,14,medium_short,1,0,
33,1813024,"@GloCare Good morning,  Pls help to check ur mast or Sth.  No network here for some days now in Egbeda. 08056772268. Can't call or browse.","@544658 Hello Anavenwu, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",Sun Oct 15 09:42:46 +0000 2017,Sun Oct 15 09:56:23 +0000 2017,1,False,1,False,138,25,long,11,0,
34,2651087,@GloCare @117627 @80814 Tanx,@165632 @117627 @80814 You are welcome. DA,Sun Nov 19 10:37:41 +0000 2017,Sun Nov 19 10:41:53 +0000 2017,1,False,1,False,28,4,short,10,2,
35,231080,"@GloCare hi, I want to port from MTN to GLO network what and what would I need? Reply asap","@171018 Good morning, you're welcome to Glo Mobile. Please visit any Glo outlet with your sim/I.d card for sim registration. Porting is free. SO",Thu Oct 05 09:08:26 +0000 2017,Thu Oct 05 09:11:35 +0000 2017,3,True,3,True,90,19,medium_short,5,5,
36,1266242,"@GloCare No any information about your poor services, no apology, don't take us for fool, we know the right thing to do","@416493 Afternoon Ajala, we apologize for the experience. TT",Thu Oct 26 07:15:39 +0000 2017,Thu Oct 26 12:22:53 +0000 2017,2,True,2,True,119,22,medium_long,1,5,
37,209802,@glocare Yes I have done that several times and no avail. Please do something before I break this sim 08077560298,@165646 Kindly supply your exact location and current device type so we can escalate.^GM,Wed Oct 04 03:16:10 +0000 2017,Wed Oct 04 03:21:14 +0000 2017,1,False,1,False,113,20,medium_long,4,0,
38,2345101,@GloCare Rumuigbo Port Harcourt,"@403376 Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance. DA",Mon Nov 13 15:03:40 +0000 2017,Mon Nov 13 16:19:37 +0000 2017,1,False,1,False,31,4,short,1,2,
39,2121874,"@117627 @GloCare Good evening.. Am a GLO customer from Jeddo, Okpe local government Area, Delta state .  I am having big challenge with your network for the pass 4months.  In every month I will not have network to browse for 10 days and I subscribe every month.",@642391 @117627 Good evening. We apologize for any inconvenience you may have experienced.,Thu Nov 09 21:08:56 +0000 2017,Fri Nov 10 00:48:07 +0000 2017,2,True,2,True,261,47,long,5,6,
40,2075046,@GloCare Goodmorning 07051617198,@492293 necessary assistance. Thank you. FA,Thu Oct 19 06:19:14 +0000 2017,Thu Oct 19 08:26:25 +0000 2017,2,True,2,True,32,3,short,1,7,
41,1422188,@GloCare Thanks,@161788 You are welcome. Stay Unlimited!  TT,Thu Nov 02 10:36:06 +0000 2017,Thu Nov 02 11:13:26 +0000 2017,1,False,14,True,15,2,short,1,4,
42,1069655,@GloCare 08053524734,@372397 The issue reported has been escalated for resolution. Kindly be patient.  TT,Fri Nov 03 10:36:17 +0000 2017,Fri Nov 03 11:52:08 +0000 2017,2,True,2,True,20,2,short,3,7,
43,1207515,@GloCare my number is 0805 820 6931,@403375 Call 123 and follow the prompt to recharge. If issue persist provide error response and recharge card serial number.  TT,Tue Oct 24 22:08:10 +0000 2017,Wed Oct 25 09:18:35 +0000 2017,1,False,1,False,35,7,short,8,2,
44,2218200,@GloCare 07057895696 this is my number,"@208125 If you notices.the calls you have made so far ,to Glo numbers,were not charged from your main credit.",Fri Nov 10 10:00:56 +0000 2017,Fri Nov 10 11:10:03 +0000 2017,3,True,3,True,38,6,short,8,7,
45,2663392,@GloCare I want to ubshare my data plan,"@750567 Hello Oyetunji,  dial *127*02*[friend’s number]# OR Send “Remove [friend’s number]” to 127. SO",Tue Oct 31 03:21:07 +0000 2017,Tue Oct 31 06:22:48 +0000 2017,1,False,1,False,39,8,short,6,2,
46,209504,"@GloCare I was sent a message day I Ave bonus of double recharge on my line which ll expire on 17th of dis month, but unable to c nor use it","@165596 Hello Ibrahim, Kindly provide your phone number for checks Thank you for your patience. UO.",Wed Oct 04 19:04:10 +0000 2017,Wed Oct 04 19:30:35 +0000 2017,1,False,2,True,140,31,long,0,2,
47,1873948,@GloCare 08113545232,"@559467 Folabi, your tariff plan is Glo Jollific8 and you don't enjoy 200% on E-top. Visit https://t.co/qFQIx1NOAk for more information. FA",Fri Oct 20 08:20:08 +0000 2017,Fri Oct 20 08:35:11 +0000 2017,1,False,1,False,20,2,short,3,2,
48,621086,"@GloCare I think I can't take this anymore, have been complaining on the same issue for over a month, u guys keep deducting #50 from my account, which has even been happening months before I made the first complain, the annoying part is that it's a weekly basis.",@267406 We empathize complaint has been forwarded for resolution. ET.,Wed Nov 22 15:40:53 +0000 2017,Wed Nov 22 16:43:02 +0000 2017,1,False,1,False,262,48,long,1,1,
49,2159673,@GloCare Bonus Bal:N196000. Balance is LOCKED &amp; available for use on RECHARGE. RECHARGE with N100 or more to unlock bonus credit.  This what was sent to me when I dial #122*23#,"@139865 A check on your line shows you used part of the bonus yesterday,for browsing. CA",Fri Nov 10 11:59:21 +0000 2017,Fri Nov 10 12:15:36 +0000 2017,2,True,2,True,180,31,long,0,6,
50,383217,@GloCare Thanks,@206800 You are welcome. Stay Unlimited!,Mon Oct 09 14:13:01 +0000 2017,Mon Oct 09 14:36:12 +0000 2017,1,False,14,True,15,2,short,1,4,
51,1571601,"@GloCare Wow! Ok but i was on this 12k/sec tarriff before, does it still apply? Good morning",@484550 No it does not apply you need to opt out from the jumbo plan to get back to the previous plan. UO.,Sun Nov 05 06:21:41 +0000 2017,Sun Nov 05 08:16:04 +0000 2017,1,False,1,False,92,17,medium_short,11,0,
52,2691213,@GloCare I am not on what?,"@755310 You loaded the 1,000 naira card while you were on jumbo package. You have lost  all the benefits on the Jumbo plan because you opted in to glo bumpa. AP",Sun Nov 19 19:38:17 +0000 2017,Sun Nov 19 22:20:23 +0000 2017,1,False,1,False,26,6,short,3,2,
53,2820561,"@GloCare I have been calling you guys all morning, you're not answering. Pls remove me from various sms packages. 08055007605","@786144 Hello Mowoe, we apologize. Issue has been escalated to the unit in charge for assistance. SO",Mon Nov 27 06:07:04 +0000 2017,Mon Nov 27 06:36:54 +0000 2017,1,False,1,False,125,20,medium_long,9,0,
54,1478757,@GloCare this is notification I got.  Please I want out. https://t.co/Y92JJBipRJ,@459387 The notification should stop once you recharge. Stay Unlimited!   TT,Thu Nov 02 18:32:50 +0000 2017,Fri Nov 03 06:04:06 +0000 2017,2,True,2,True,80,11,medium_short,1,5,
55,1621582,@GloCare pls see DM ASAP,"@496878 Hello, your DM has been responded to.  TT",Tue Oct 17 11:47:25 +0000 2017,Tue Oct 17 11:49:35 +0000 2017,1,False,1,False,24,5,short,9,2,
56,575878,@GloCare Up till now no resolution,"@244987 Hello Yomi, Please send STOP to  35182 to deactivate the VAS on the line.  TT",Sun Dec 03 17:24:19 +0000 2017,Sun Dec 03 17:33:50 +0000 2017,1,False,1,False,34,6,short,1,2,
57,2121875,@117627 @GloCare I can't install the app on my iPad 4 is asking for OTP and iPad don't receive SMS,"@743798 @117627 We kindly advise you put sim on an Android device,use the hot spot connection to download it. CA",Fri Nov 17 19:08:55 +0000 2017,Fri Nov 17 19:30:19 +0000 2017,1,False,1,False,98,20,medium_short,2,0,
58,1954043,"@GloCare I use to load #1000 through my account every two weeks and no bonus has been awarded to me, and my brother use 2 load #1k with bnus","@580062 Hello Bolaji, recharge bonus is given depending on you package. Dial #100# to check both lines' packages. Revert for more assistance.  TT",Sun Oct 29 17:04:38 +0000 2017,Sun Oct 29 17:36:51 +0000 2017,1,False,1,False,140,29,long,0,0,
59,2156641,@GloCare 08076274064. It's a new sim domiciled on my Modem.,"@618470 Hello Bube, To use it , Kindly swap your sim into your phone .EE",Wed Nov 08 23:49:48 +0000 2017,Thu Nov 09 00:40:12 +0000 2017,1,False,1,False,59,10,short,4,0,
60,2724766,@GloCare 08051489535,@764211 Please save the setting sent to your device then launch your browser to activate the plan. Stay Unlimited!  TT,Mon Nov 20 12:27:01 +0000 2017,Mon Nov 20 12:31:09 +0000 2017,1,False,1,False,20,2,short,3,2,
61,2733310,@glocare No am at Ikotun do you have office at Ikotun?,"@356820 We have at Conoil Mega Station, along Apapa Oshodi Expressway, Cele,and101 Okota Road, beside Tantalizers, Lagos. CA",Mon Nov 20 15:20:17 +0000 2017,Mon Nov 20 15:37:32 +0000 2017,1,False,1,False,54,11,short,1,0,
62,1613032,"@117627 @53686 @GloCare, Don't tell me to contact ur customer care, I've done so countlessly. I have provided my #. Just resolve it.","@494922 @117627 @53686 We will however try to connect the GLO- Ghana office to assist. 
We apologize for any inconvenience you may have experienced.  UO.",Sun Nov 05 10:25:03 +0000 2017,Sun Nov 05 11:36:53 +0000 2017,2,True,2,True,132,23,medium_long,1,5,
63,1439738,"@GloCare OK.. 08112822345, gionee a1 lite, gwagwalada Abuja, unable to connect",@454113 Kindly send 4G to 400 to check the device compatibility to Glo 4G network. Thank you.  TT,Thu Nov 02 10:37:51 +0000 2017,Thu Nov 02 11:14:05 +0000 2017,2,True,2,True,78,11,medium_short,1,5,
64,737722,"@GloCare @296441 08051022745
Just registered but not activated","@296442 @296441 Hello Mark, may we know the error response you get on the line?  TT",Wed Oct 11 14:56:32 +0000 2017,Wed Oct 11 15:13:03 +0000 2017,2,True,2,True,62,8,medium_short,1,5,
65,1516699,@GloCare 08052202197,@471883 Kindly make sure the line has sufficient credit for the access fee deduction to enjoy 11k/sec and 15k/sec tariff.  TT,Sat Nov 04 06:21:53 +0000 2017,Sat Nov 04 07:15:40 +0000 2017,2,True,2,True,20,2,short,3,7,
66,1855771,@GloCare Good morning... Please I can't download for the past two days now..browsing is slower than snail but downloading speed is terrible.,@401880 username and password? FA,Thu Oct 19 06:36:04 +0000 2017,Thu Oct 19 08:37:39 +0000 2017,2,True,2,True,140,22,long,11,5,
67,2928521,"@GloCare I complained about ur debiting of 100 naira this  Morning una no refund am, only to check balance this evening to see you guys have debited my acct 20naira again without me  making calls or anything you guys had better get your act together alternatives plenty for market o",@810172 Services removed. ^GM,Wed Nov 29 19:39:36 +0000 2017,Wed Nov 29 22:20:11 +0000 2017,1,False,1,False,282,50,long,0,1,
68,1210518,@GloCare hello,"@404149 Hello Symiee, how may we help you?  TT",Wed Oct 25 06:01:54 +0000 2017,Wed Oct 25 11:36:01 +0000 2017,1,False,3,True,14,2,short,1,4,
69,2159671,@GloCare My mobile number 08078860057,@139865 We sincerely apologize.We are unable to assist you at the moment reason being that we are carrying out an upgrade.Kindly check back later.AP,Thu Nov 09 18:02:24 +0000 2017,Thu Nov 09 18:18:03 +0000 2017,1,False,1,False,37,5,short,8,2,
70,2737234,@GloCare 07052475595,"@766992 We apologize,may we know the last time your money was deducted? AP",Mon Nov 20 20:05:22 +0000 2017,Mon Nov 20 23:50:10 +0000 2017,1,False,1,False,20,2,short,3,2,
71,672431,Barely a week using GLO and you people are frustrating me. Why can’t I subscribe for data? @GloCare,@280420 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,Thu Nov 23 06:18:42 +0000 2017,Thu Nov 23 09:06:52 +0000 2017,2,True,2,True,99,18,medium_short,6,5,
72,2073292,@GloCare I wish to welcome back one of my CUG lines with a missing sim pack. I'll need help as regards to that.,"@613208 Good Morning. an affidavit must be provided, copy of agreement form, invoice of last 3months, written request/introduction from corporate.LP",Mon Oct 09 21:27:50 +0000 2017,Tue Oct 10 02:36:12 +0000 2017,2,True,2,True,111,23,medium_long,4,5,
73,1388331,"SOS @117627 @GloCare ,you promised to work on our issue in Ado-odo/otta but nothing has been done for two good weeks,we cant access 3G https://t.co/cdNAM5TJtW",@139866 We apologize for any inconvenience you may have experienced. Thank you. UO.,Sat Oct 28 07:05:01 +0000 2017,Sat Oct 28 09:44:33 +0000 2017,2,True,2,True,158,25,long,2,5,
74,676549,@GloCare answer me na,@186581 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,Thu Nov 23 09:32:36 +0000 2017,Thu Nov 23 11:42:58 +0000 2017,1,False,2,True,21,4,short,1,4,
75,2817924,@GloCare @117627 Please do same for 08159039124,"@165608 @117627 Hello Uche, issue has been escalated to the unit in charge for assistance. Thank you. SO",Mon Nov 27 04:11:04 +0000 2017,Mon Nov 27 06:28:11 +0000 2017,1,False,1,False,47,7,short,10,0,
76,734445,Why is 2G instead of 3G network working on my tab? Snail speed. Annoying. @GloCare,"@134709 Good morning. We apologize for the inconveniences. May we have your cellphone number, location, landmark, device name, model, APN, username and password? FA",Fri Nov 24 23:15:31 +0000 2017,Sat Nov 25 08:19:19 +0000 2017,1,False,1,False,82,15,medium_short,5,0,
77,296360,@GloCare I had previously paid twice for credit I didn't borrow.  It seems  deliberate by @GloCare to send such messages.,"@186582 Hello Nigo, you have been deactivated from the auto borrow service. Please note you have uncleared loan of #500. Thank you . UO",Tue Oct 10 03:40:10 +0000 2017,Tue Oct 10 10:57:04 +0000 2017,2,True,2,True,121,20,medium_long,1,5,
78,1516699,@GloCare 08052202197,"@471883 Morning Presley, the line is on Gbam Plus package. Dial #100# to check. N20 is deducted when Access charge is not deducted. TT",Sat Nov 04 06:21:53 +0000 2017,Sat Nov 04 07:07:35 +0000 2017,2,True,2,True,20,2,short,3,7,
79,686051,@glocare @117627 please am finding it difficult to do data recharge.kindly assist out,@283776 @117627 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,Thu Nov 23 10:53:04 +0000 2017,Thu Nov 23 12:30:32 +0000 2017,1,False,1,False,85,13,medium_short,10,0,
80,771302,"@GloCare good morning..
Please i need you to stop these numbers sending messages to me 6611/55357 deducting my money.08157298944",@304209 Good morning Seun. Done as requested. ^GM,Wed Oct 11 23:40:16 +0000 2017,Wed Oct 11 23:41:49 +0000 2017,1,False,1,False,128,19,medium_long,11,0,
81,78672,@GloCare Hi I want to activate the 55GB for 8k but can't find it on your *777# Menu kindly provide a code and also code to deactivate auto renewal before I load. I have the cards in hand waiting. Thanks,"@133549 To subscribe, kindly see link for details https://t.co/GvxBuIxUZL. kindly send CANCEL to 127 to cancel the auto renewal. ET.",Thu Nov 30 10:37:41 +0000 2017,Thu Nov 30 12:33:11 +0000 2017,1,False,1,False,202,40,long,0,1,
82,507027,@glocare expecting your response,"@233509 Hello Folashade, we are now following you. Please send DM with issue details for resolution assistance.  TT",Fri Dec 01 19:21:00 +0000 2017,Fri Dec 01 21:37:22 +0000 2017,1,False,1,False,32,4,short,1,2,
83,2218200,@GloCare 07057895696 this is my number,"@208125 You currently have N9464 bonus for calling Glo numbers(only),sms and browsing.",Fri Nov 10 10:00:56 +0000 2017,Fri Nov 10 11:09:45 +0000 2017,3,True,3,True,38,6,short,8,7,
84,2724780,"@117627 is a #fraud, I insist. I got this message, today 20/11/2017 at 12.41pm 
""Welcome! You've subscribed to Zomobie! Price: N20/day. Opt out: text STOPZO to 55326 (N0). Try service here: https://t.co/KgWgJbEGsw"" #FraudulentGlo @117626 @GloCare @120330 @562660","@264735 @117627 Hello Mimiola, kindly provide your mobile number for checks and assistance.  TT",Mon Nov 20 12:12:43 +0000 2017,Mon Nov 20 12:23:24 +0000 2017,1,False,1,False,262,37,long,1,1,
85,2159622,"@GloCare Thank you. Please, also help checkout the 2000naira voice bonus and 210mb bonus that I have not been able to use 08152718593. Thank you.","@634313 You can not call mtn numbers and numbers in your friends and family package with the bonus,bonus is meant for glo to glo calls only. AP",Thu Nov 09 09:38:43 +0000 2017,Thu Nov 09 13:16:18 +0000 2017,2,True,2,True,145,25,long,7,5,
86,567428,"@GloCare Well I texted STÒP to 2442, and in response 100 of the 200 Naira I loaded this morning was deducted. For what, I don't even know. Please return my 100 Naira. My guess that you'll make unwarranted deductions from my balance was right after all","@253080 Hello, kindly send STOPImage to 6611 to deactivate the VAS on the line.  Thank you. TT",Sun Dec 03 11:15:28 +0000 2017,Sun Dec 03 13:26:47 +0000 2017,1,False,1,False,251,46,long,0,1,
87,832315,GOOD EVENING PLEASE I WANT YOU TO ACTIVATE GLOME2U ON MY SIM @GloCare,"@318230 You must change password from default 00000 
Dial *132*Old password*New password*New Password#
New password is your desired 5-digit number",Thu Oct 12 22:38:24 +0000 2017,Fri Oct 13 04:55:28 +0000 2017,2,True,2,True,69,13,medium_short,11,5,
88,1516693,@GloCare you people are mad. No network since yesterday.,@449835 Good evening. We offer our apologies about this OD. May we know the location where this issue is being experienced? GM,Fri Nov 03 17:59:32 +0000 2017,Fri Nov 03 18:41:14 +0000 2017,1,False,1,False,56,9,short,5,0,
89,2556923,@GloCare still waiting fa,@725933 kindly provide your number for a quick check.EE,Thu Nov 16 19:44:10 +0000 2017,Thu Nov 16 23:11:08 +0000 2017,1,False,1,False,25,4,short,1,2,
90,1885073,"@GloCare been trying to load card since yesterday evening till this morning but to no avail. Even my acct balance, I cant check too. Why???","@562453 Hello Kaodisi, we apologize for the inconveniences experienced.The issue has been resolved. Please restart your device and try again. SO",Mon Oct 23 07:10:32 +0000 2017,Mon Oct 23 10:05:32 +0000 2017,1,False,1,False,139,25,long,0,0,
91,297215,@117627 @GloCare 08054743650,"@186800 @117627 Volume used 5.31 GB(70.8%), limit 7.50 GB. Usage is based on the activities done on the device. Thank you. SO",Fri Oct 06 18:15:01 +0000 2017,Fri Oct 06 18:48:41 +0000 2017,1,False,1,False,28,3,short,2,2,
