customer_tweet_id,golden_customer_text,golden_intent,vector_top1_distance,vector_top1_customer_text,vector_top1_response,vector_top1_tweet_id,vector_relevance,review_notes
2267327,"@117627 @659903 Since @GloCare won't take my calls please why is #100 taken from my account daily when I have not subscribed for data or any glo services. I bought this line on Thursday 9th Nov., 2017",unauthorized_charge_or_vas,0.4219322204589844,"@117627 @glocare, for more than 12 hours I can't make nor receive calls after calling 100 for assistance although the data looks great!","@562345 @117627 Hello Chidi, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884709,0.0,
2490259,"@GloCare @117627 Number-07052632663
Device type- infinix hot note x551
Location- Akwa Ibom state university, Ikot Akpaden, Mkpat enin, Akwa ibom state
Error message- emergency
Signal- No signal
Alternate numbers- 08128059629...08147428657",network_issue,0.333105206489563,"@GloCare @117627 Device type- infinix hot note x551
Location: Akwa Ibom state university, ikot Akpaden, Mkpat enin LGA, Akwa Ibom",@242707 @117627 Kindly provide your number. AP,2490247,2.0,
1371022,Lol prople dey para oo. Hahhahahahaaha. Oya @GloCare kindly stop any VAS service and callertunes oo. They have abused me for being too patient with u. I asked a question and yet to get an answer. How can i get my number across without dropping it on timeline? https://t.co/z5KKf4KEq9,unauthorized_charge_or_vas,0.7410619854927063,"@GloCare 07057727789 dats my number
This happened just yesterday, I need una reply bikonu","@349729 Morning,We apologize.May we know what the exact issue is? AP",967829,2.0,
2358305,@GloCare I can't browse check your network,data_issue,0.2915684580802917,@GloCare Finding it difficult to browse. No network,"@165612 Danny, kindly provide your exact location with landmarks, LGA, Alternate mobile number, issue duration and device type for assistance. TT",1992662,2.0,
296363,@GloCare Why am I charged for airtime not used?,recharge_or_airtime_issue,0.4566196799278259,@Glocare I've been charged twice for the payment of airtime I borrowed last week,"@169699 Sincere apologies, may we have your number for verification? IA",224744,1.0,
2380426,@GloCare old how can a customer check his data account? Thanks,data_plan_issue,0.4875571429729461,@GloCare Pls how can I check my balance account and my data balance?,"@456814 Hello Falade, please dial #124*1# or call 124 press 1 for main balance. Text info to 127 or dial *127*0# for hsi data. SO",1451419,2.0,
974051,@GloCare 07057789957....pls check why the money I recharged for auto renew was deducted without any apparent msg on d deduction,unauthorized_charge_or_vas,0.53436678647995,@GloCare please I don't know why you deduct my money on recharge. Kindly deactivate all deductions on 08118187834,@131703 The service has been deactivated. Please send STOP to 2442. Thank you for your patience. ET.,69343,2.0,
120114,@GloCare u give sending me sms dat my network signal issues has being resolved I said u deducted money 08055451220 work on this pls,unauthorized_charge_or_vas,0.5107802748680115,"@GloCare please i have been having network issues on my line, not able to make or receive calls, use data, sms phone no: 08050610789","@633585 Hello Micheal, Kindly recharge and try using the line .Thank you.EE",2156637,1.0,
2330303,"@GloCare 08119242743,no network  bars atall,and went it comes up,i can't mk calls not even browse  wit it, Ajah, Lagos, Moba town etiosa lga",network_issue,0.4957404136657715,"@GloCare 07053909637, bq x5, iba Lagos....no internet connection. That of calls is emergency","@298299 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.AP",745779,2.0,
16086,@GloCare it has become obvious dat my units are taken illegally. I recharged 300 last week never called for even a minute but yesterday...,unauthorized_charge_or_vas,0.7010706067085266,@GloCare pls I want to know why I'm being deducted 100# from my last recharge. I don't owe you guys. Pls I want to sub to a data plan.,@161615 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,2697513,2.0,
793275,"@GloCare, i can't browse with Glo, but same setting, is what am browsing on Mtn, we love ur network more than other, kindly do something pls",data_issue,0.5365239381790161,"@398346 @GloCare @122461 Wallahi, both @122461 and @118424 have better browsing network than Glo I don't know why? MTN problem is high data charging.","@398347 Morning Nura, may we know the exact issue being experienced at your location to offer you assistance? TT",1183745,2.0,
745771,"@GloCare I have made complaints severally on how glo deducts my airtym,yet nothing was done abt. I will never patronize ur useless network again",unauthorized_charge_or_vas,0.6548984050750732,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO.",1732070,0.0,
1258137,@GloCare network been switching off &amp; on. It has been completely off for a while now &amp; I can't even call customercare pls help 07053337908,network_issue,0.406021773815155,Its been over two weeks we have been battling with no network service @GloCare,"@625142 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2121867,2.0,
2764089,"Dear customer, your subscription of CHOLESTROL's gpa cannot be renewed due to insufficient balance. @117627 @GloCare CANCEL. I did not subscribe to it. #Fraud.",unauthorized_charge_or_vas,0.6832364797592163,"@GloCare @263682 @263683 @215975 Dear Glo, please unsubscribe me from 577 {skin's GPA} I was about to recharge my line this morning when I was notified that 577 renewal was not possible due to insufficient balance. I never subscribed to this so help stop it. Thanks. 08079813135","@263684 Hello Adesanya, your request for VAS deactivation has been treated. You may send STOP to 2442 for full VAS DND.  TT",604414,2.0,
2651022,"@GloCare Hello. It's an office line, it's for calls only. I told you it does not support browsing. Kindly tell me i you can refund the airtime or not. This is taking too long",recharge_or_airtime_issue,0.7620606422424316,"@GloCare something wrong with my line,I can't call and text.i thought it was airtime tho it doesn't say I don't have airtime but I tried to","@232556 Good morning, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884673,2.0,
2330300,"@GloCare 08119242743,no network  bars atall, and wen it come back, i can't mk use it, and I just renewed my data,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom",network_issue,0.1720463335514068,"@GloCare 08119242743,no network  bars at all, and when it come back, i can't mk use it, and I just renewed my subscription,Ajah Lagos, Moba town, etiosa lga.yesterday till now, techno j8 boom","@674684 Hello Abubakar, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",2330306,2.0,
496767,@GloCare earlier this week i used the 2442 DND code given to me by one of ur agents nw am getting msgs 4 a service i didnt subscribe 4 with my airtime deducted 4 said service Again!!!,unauthorized_charge_or_vas,0.6309784650802612,@GloCare i don't get 3036 messages deducting my airtime for what ever services please stop this and refund all money deducted,"@651092 Evening,  kindly provide your number for a quick check. AP",2231286,2.0,
2817931,"@GloCare Please check again, Firstly 400 naira was deducted, I loaded 100 naira, no deduction, 500 naira was loaded, and the last 100 naira was deducted, why deducting from the 1000 naira, and why is 20 naira still remaining",unauthorized_charge_or_vas,0.3610223829746246,@GloCare I loaded 500 naira on Friday and 100 naira was deducted,"@785493 we apologize, please provide your number so we verify and assist ~ OO",2817934,2.0,
2159663,"@GloCare The number is 08050630693, HTC M8, Igbeti in olorunsogo LG OYO state, 3G network failure and also kindly note that we experience incessant network outage due power failure ( some times 4 days in a week) since Dec 2016, several complaint but still same .",network_issue,0.7896603345870972,"@GloCare
3g data network bad
08119004611
Oke-Mosan
Abeokuta","@557026 Hello Mide, may we know street name at Oke-Mosan with landmarks, LGA, issue duration, alternate number &amp; device type for assistance.  TT",1864431,2.0,
2724779,"@GloCare @117627 Stop emphasizing with mee. I've provided you with the number - +234 807 683 5245 - not fewer than 3times. Afterwards, you still resubscribed mee to the unsolicited services and deducted my money. @104856 @117626 @7475 @104937 @120330 @127588 @562660",unauthorized_charge_or_vas,0.5575880408287048,"After @117627 claimed to have resolved the issue of subscribing mee to unsolicited services, I've been resubscribed to the services 3times. But they couldn't deduct my money cos my a/c balance was almost zero. @117627 @GloCare is fraudulent, @7475 @117626 note.","@264735 @117627 @7475 @117626 Afternoon Mimiola, investigation shows VAS was subscribed by subscriber. That is why refund was not made.  TT",608908,2.0,
2651024,"@GloCare Would he/they refund the airtime?  I have used the live chat portal, still on Twitter, now Mail. If @GloCare  cannot provide the needed​ assistance, i think you should just tell me. I'm new on the network. I wouldn't want​ to waste my time and effort chasing after the wind.",recharge_or_airtime_issue,0.4329643249511719,@GloCare Kindly refund my airtime too...  Thank you,"@140961 ""The complaint has been escalated. ET.",112428,2.0,
788938,@GloCare  okk. I've sent in my complaint,non_actionable_or_context_required,0.2777477204799652,@GloCare I'm yet to get any response about my complaint.,"@186799 Hello Isaac, we apologize for the delay. Your request is being processed. You will be notified by SMS when it is resolved.  TT",297198,2.0,
209546,@GloCare Yet to receive my N100. Pls refund!,non_actionable_or_context_required,0.0540720112621784,@GloCare  yet to receive my N100. Pls refund it!!!,"@165602 Good morning, we apologize for the delay. Issue is being worked on. Please exercise patience. Thank you. SO",233410,2.0,
496751,@117627 @GloCare Please confirm if 08118280516 is 4G simcard,sim_or_device_issue,0.376769483089447,@117627 Is this glo jumbo sim a 4G lite sim? @117627 @GloCare ?????,"@722502 @117627 Good morning Omoparegbe. Yes, you can get a 4G Jumbo SIM card. Kindly visit the nearest Gloworld for one. FA",2540898,2.0,
1931789,@GloCare how does one transfer credit from one phone to another?,recharge_or_airtime_issue,0.3435555100440979,"@GloCare Okay
How can i transfer credit to other GLO number?","@152141 Hello, you cannot transfer credit on your package. DA",2345068,2.0,
1964647,Please and please epp my solution @GloCare  this your network is crawling 😭😭,network_issue,0.779919445514679,@GloCare @674690 We are facing network problem here in epe local gov,@676659 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,2330345,2.0,
1138796,@GloCare please is glo me2u not functioning again? I want to transfer credit,recharge_or_airtime_issue,0.4821684956550598,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,69384,2.0,
2765226,@GloCare Though 2G can't be reached.... I can be reached on my 3G phone on 08053355365,network_issue,0.4559727609157562,@GloCare @117627 I have 3G for now and not the regular GSM. Please can't I have LTE?,"@356821 @117627 It depends on your location,for now. Kindly confirm your exact location. CA",1000301,1.0,
1122587,@GloCare I have restarted my phone a million times. It's not a restart problem. It's a network problem. It's back now though,network_issue,0.7067825794219971,@GloCare it's on 3G only. I have restarted my phone SEVERAL TIMES. Check your POP site. This is d 1st time I'm experiencing this in 3months,"@373015 Good evening. May we have your cellphone number, device name, model, APN, username and password? FA",1072215,1.0,
2345094,"@GloCare I have done all these your device tyre ,off and on,restart your device and change to 3G only all these these did not work...even one your guys told me the fault is from your end .common its talking long for christsake",network_issue,0.5500688552856445,"@GloCare Done that severally 
Only my 3G gets turned on but 2G won't",@318686 Kindly note that 3G signal works at a faster speed than 2G. CA,2218209,1.0,
209818,"@GloCare We are having difficulties using your network for the past two days now. We can't check balance, we are having call drops and the worst is",network_issue,0.4261212050914764,"@GloCare 2 days now. Can't make calls, check balance or load airtime. What is going on? Sort it out for fucks sake!!!","@399851 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",1190655,2.0,
2391726,@GloCare  OK,non_actionable_or_context_required,4.334716721850207e-13,@GloCare OK,@574883 Okay. Thank you. AP,1931847,2.0,
2092975,@GloCare No improvement yet pls.,network_issue,0.3254522979259491,"@GloCare Dear Team, no update, no better improvement, please help","@130986 We apologize for the inconvenience, our engineers are working on the issue. Thank you. ET"".",65447,2.0,
2414073,"@GloCare Hello my subscription was stopped days before it was supposed to expire,called your customer care twice stayed on the phone for 22 minutes no response.",data_plan_issue,0.4423691928386688,@GloCare I've not been able to renew my subscription. I've been trying for over 30 minutes now.  What's going on?,@281374 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,676536,1.0,
474020,@GloCare @227840 Wetin happen. You guys are charging me for iflix after using for less than 60 days. Kilode? Iflix finished my last day subscription I didn't notice until I resubscribed and saw data dropping fast as I use iflix. Please what's the rule? 08051891193.,unauthorized_charge_or_vas,0.5402652621269226,@GloCare You guys said iflix is free for 2 months if there is an active data bundle above N500?.. why did my N2500 data plan run out while watching iflix?  07058192844,"@233519 Subscription is free for 60 days,but access is through your data bundle. CA",2628697,2.0,
2782505,"@GloCare Hello guys. I bought a SIM this afternoon, registered it at a GLO Dealer outlet. I was promised that it be activated in 1 hour but I am yet to see activation. Kindly let me know what to do...",sim_or_device_issue,0.4134785234928131,"@GloCare Hw long does it take for a glo sim to be activated after registration? I registered a glo sim ystdy and till nw, it's not working.","@404974 Hello Magnus, may we have your number for clarification. Thank you. SO",1214234,2.0,
2470834,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,data_issue,0.4068394005298614,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@706395 @117627 Thank you for the feedback. Noted. We assure you the issue is being worked on. We implore you to please bear with us. #GloEveryDayBonanza #GloDataUnmatched  #GloUnfairAdvantage  GA,2469268,2.0,
2395492,@145588 @7693 @117627 @GloCare Please to inform you @117627 &amp; @145588 that your data connectivity in Apete by Yidi Road is worst that has imprisoned me and outcast my update on news as the data network needs 2b improve in d area please to allow me enjoy my data,network_issue,0.6720565557479858,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,@706719 @117627 We sincerely apologize for the inconveniences. GA,2470834,2.0,
2414077,"@GloCare there's no flooding network in some areas of Ado-Ekiti. From Ijigbo Junction up to Oke Ureje is a complete black spot. No network at all both for call and data. Please,  I have a good spot to erect your master if this will resolve the issues. It's very bad. Please assist",network_issue,0.7131854891777039,"@GloCare pls, we don't have network since yesterday around ado-odo ota LGA, Ogun state. Help us rectify whatever the issue is. Thanks","@721886 Good morning Omotayo. We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. FA",2538074,2.0,
317832,"@GloCare Please I'm not talking about data bonus. I'm talking about credit bonus, the one you check with #122*2#
Read my tweet well",bonus_or_promotion_issue,0.4895071387290954,@GloCare Iam talking about the bonus data....,"@255512 Hello, the bonus has been added to the 4gb given for your N1000 subscription . DA",2634638,0.0,
2910699,"@GloCare I borrowed #200 and recharged #400 card, and bought #200 data only for glo to deduct #100 from my account again. My number is 07054544145.",unauthorized_charge_or_vas,0.4579729735851288,@GloCare I recharged my Glo phone number today several times and the value was not credited even after being deducted from my bank account,@747760 Good evening Leonardo. May we have your number to run a check on your line? May we also know the value of the airtime? FA,2651094,0.0,
584005,"@GloCare my mobile #08159821678...I just recharge 1400 - was goin to load anoda 1100 so I can activate d (5gb) 2500 data plan, pls is there anything u can do to help?",data_plan_issue,0.7450597882270813,"@GloCare pls I am trying to do a 2k plan on 4g/3g and it's not working. Pls help me with the plan, I have recharged already. 08118835696",@280417 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,672412,2.0,
2409934,"@GloCare please I need u assist me. When ever they are is money on you used to deduct it and I can remember subscribing to any news, advert or any",unauthorized_charge_or_vas,0.5161352157592773,"@GloCare Please help check my line, they won't stop deducting my money.","@674683 Hello Damilola, kindly provide your mobile number for checks and assistance.  TT",2330297,2.0,
209665,"@GloCare Please check my combo bundle balance for Int'l calls for 1000k subscription bcoz anytime I check through *777#,#122*1# no ans nr 07059646781",data_plan_issue,0.3002829849720001,"@GloCare Please help me check my combo bundle balance from there 1000k subscription my nr is 07059646781 I can't access it hia *777# nor #122""1#","@165622 God morning, you have 38.18mb remaining on your bundle. Thank you. AA",209772,2.0,
471935,@GloCare @117627 Please why can’t I buy internet data? Been trying this since last night?,data_plan_issue,0.3930202126502991,"I'm unable to buy data, I'm getting error message every time I try,  what's going on @GloCare",@338129 Hello Diran. We apologize.  Kindly provide your mobile number for checks.  TT,918837,2.0,
2636639,@GloCare This is the sub I did (the first one) only to get 1636mb. Please! Whats up.?.?! https://t.co/A50adS4T5F,data_plan_issue,0.6507009863853455,Why are you people giving me 1638MB instead of 4GB 🙁🙁🙁 @GloCare @117627 ??? What kind of scam is this https://t.co/6CufmOZGdb,@147248 @117627 You will get the 100% data volume(4Gb) if you are on auto renewal or if you subscribe within 3 days after your data expires. AP,2247246,2.0,
1503862,"@GloCare @469054 My data is paused and is on a weekend plan, I want to switch back to my normal data plan . How please?",data_plan_issue,0.3958294987678528,@GloCare how far guys. Please how do I pause my data so I can use the weekend plan instead,@482082 Morning Dipo. You can not pause an active plan with a new subscription/ different data plan.  TT,1560162,2.0,
2391743,@GloCare @117627 please what is going on ? I'm trying to renew my data bundle and It's not working.  As usual your customer care line never works!!!! Always held up🙄 please can you do something?,data_plan_issue,0.4053339064121246,@GloCare @742416 *777# no longer work for existing users who want to renew their data bundle. What is all this?,@742421 @742416 Morning Biodun. We apologize. Network engineers are working to resolve the issue. Kindly be patient . TT,2628685,2.0,
2218206,"@GloCare pls Dear customer, a warm welcome of N200200 Free Airtime is yours. Since o, my normal bonus if I recharge, I nor dey c am again o.. Pls help",bonus_or_promotion_issue,0.4848590195178985,"@GloCare Kindly help me, My airtime gets deducted indiscriminately. I'm now wary of Recharging, in fact. My No is 08056041889. Pls do something quickly!!!","@685970 Hello, Value added service activated on the line,has been deactivated. You may want to send STOP to 2442 to add number to the list of DND numbers. IQ",2378674,0.0,
834381,"@GloCare please I made a recharge of #1500,yesterday only to see #95 as my balance",recharge_or_airtime_issue,0.5175004005432129,@GloCare Again I recharged #500 yesta,@504337 Line check show you where given 2500 yesterday. UO,1651473,1.0,
493063,@GloCare @232556 @117627 Good Evening. Please help to scan my line and remove what do deduct my credit. Thank,unauthorized_charge_or_vas,0.371307909488678,@GloCare please  check my line 09058974494 my credit is being  deducted instead of  Data,@147736 Good afternoon Victory. You don't have data subscription on your line. Kindly subscribe via *777# and browse. FA,1371031,1.0,
1000324,"@GloCare Hello,
I just cleared my BMC account of #200 but few mins later I was notified again to still be owing.
Pls can you run a check",recharge_or_airtime_issue,0.7227097749710083,@GloCare Aren't you guys gonna debit my account for my BMD purchase??....08155356601,"@206558 Good afternoon, Yes we will debit you soon. AP",2837431,0.0,
1884940,@GloCare unable to make calls or send message again. Error response: call drop.Please its becoming annoying complaining everyday.08079053766,voice_or_line_issue,0.3086300194263458,"@GloCare I have not been able to Mk calls or send message from my line 08079053766,error response: call drops, since the past 29hrs.","@562409 Hello Femi, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",1884941,2.0,
445933,"@glocare! Good morning! Want to migrate to call unit of 20/s, what the code pls. Th,ks",voice_or_line_issue,0.7524887323379517,"@GloCare  , many thanks, what the migration code pls",@220607 May we know which of the packages you want to migrate into? TT,445934,2.0,
2651040,"@GloCare That was the response. Do I have to keep recharging, or what? I don't get it please.",bonus_or_promotion_issue,0.5936478972434998,@GloCare I don't understand sir.  I recharged the same I have always done. The problem started when I welcomed back by alpine after a loss.,@523894 Good morning Joseph. Kindly call 200 (Postpaid/CUG specialized help desk) or send a mail to __email__ for necessary,1734938,1.0,
1433270,"@GloCare I call 124, still is the same thing. my call can not be completed please contact customer care.",voice_or_line_issue,0.5449351668357849,"@GloCare I've been calling 121 for the past 2 hours to no avail, pls can you kindly respond here? Arrrrgh","@165618 Hello Olamide, how may we help you? SO",209639,1.0,
469805,@GloCare please Globacom how will i activate my deactivated line ? If i load a Card will it activated ?????,sim_or_device_issue,0.5841512084007263,@GloCare I have a glo line which has been deactivated for whatever reasons.I have re-registered the line and it has remained deactivated,"@265502 Hello Femi, kindly provide the mobile number for checks. TT",611902,2.0,
2146010,Dear @GloCare why am I still getting messages from 8888 after I've fully activated DND? Kilode Gan sef😠,unauthorized_charge_or_vas,0.5890716910362244,"@GloCare dear all, kindly assist deactivate me from this constant messages from 8888. I did not subscribe for it pls. Thanks",@636146 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,2167963,2.0,
1553142,@GloCare I wish to why I was deactivated from using the *200# package. I never knew when I stopped from using it,account_or_general_support,0.8674056529998779,@GloCare I used *600# I also tried *200# it's still  not workin ..my number 07052151070,@220601 Hello Star Girl. Dial *300# on the line to migrate to the package. Thank you. TT,445899,2.0,
2933831,@GloCare thankz. But dey didn't give me any bonus as i bought new jumbo sim yesterday with #1100 Recharge card.,bonus_or_promotion_issue,0.5063386559486389,"@GloCare @117627 I just activated jumbo sim and I recharged 1k,I didn't get my 200% bonus or any bonus at all.","@232556 @117627 Evening Evans, dial #122*23# to check the unlocked Jumbo bonus. Stay Unlimited!  TT",493071,2.0,
2330344,"@GloCare Hello glo, your I bought your sim, but it charges me me too high almost 30 per minute, airtel charge me less than 8naira per minute, what should I do to get good rate? I can’t deal with this high charge.",voice_or_line_issue,0.6855490207672119,@GloCare how can I opt out of this your jumbo sim thing? Noticed that I'm being charged 40k per second now on my calls as against 15k. Moreover ur free airtime isn't useful to me bcoz it's only for Glo to Glo calls. I want to opt out immediately.,@648042 Kindly dial the code for the plan you wish to opt into. You can find the list of available packages on this link https://t.co/bVzBGOevhb CA,2218258,2.0,
1043403,"@GloCare, ""Connection problem or invalid mmi code"" is what I see as I tried recharging 08072006674. Is *123*pin# no longer working? Thanks",recharge_or_airtime_issue,0.5526988506317139,"@GloCare I used the regular recharge code at first *123*pin# but it was saying invalid.
Tried *323*pin# again and it still said invalid.",@372396 Dial #122*30# to confirm the 4x bonus. Thank you. SO,1069641,0.0,
1862879,"@GloCare Cell no- 07051883771; Location- Surulere, Lagos; Device name- BlackBerry: Device model- Q10; APN- gloflat; username &amp; password-flat",data_issue,0.6365019083023071,"@GloCare Cellphone number : 07057776132
Device name :Samsung 
Model : galaxy j7
APN: gloflat
Username:  flat
Password: flat","@513436 Good evening,your data subscription has expired. Kindly subscribe then we will follow up. Thank you. AP",1691408,1.0,
348309,"@GloCare  I dnt understnd y, after a prper sim reg. I cant retrieve my sim at #Gloword because of 🆔 card despite providing a civil servnt 🆔.",sim_or_device_issue,0.6056159138679504,"@GloCare 
Also got my number and confirmation that the sim is active and all..but I can't do anything on it",@250410 Good evening Olaniran. We apologize for the inconveniences. May we have your number to run a check on your line? FA,558210,1.0,
395956,"@GloCare 
Hello, can we plz have some reprieve to network quality in Graceland, Zaria, Kaduna State? 
It's embarrassingly slow n unstable.",network_issue,0.5707192420959473,"@GloCare Lately, your network in environs around lagos-ibadan expway has become poor especially the internet service. Kindly address this matter quickly. Downtime isn't good for business. Thank you",@706394 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,2469266,2.0,
2247212,"@GloCare URGENT! I have not had network in my house area (somewhere in Rumuodara,PHC) for months. Which kain wahala be this? Once i get back from work i cant call or use data on my Glo line.",network_issue,0.5484249591827393,"@GloCare almost a week now,no Glo network is my town,OKEMESI ekiti,in ekiti west,pls we we're unable to browse or call,,,,do sometin oo","@144577 Hello. We apologize for the inconvenience. Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance. TT",2810040,2.0,
315466,"@GloCare @191307 Is there any 4g site around Egbeda, new Ife road Ibadan?",network_issue,0.432886004447937,@117627 @GloCare do you have 4g service in Ibadan?,@220069 Yes there is. Thank you. UO,1732052,2.0,
2800841,"@GloCare @117627 
I load card and subscribed u telling me e never work that all these time am using my money de browse ? i DM u guys ‘ una de do me like hausa girl una no even wan pick my calls 
No be by force to use Glo oo 
God punish all of una 🚶🏿✌🏿
Hi @118424 🤚🏿",data_issue,0.6675443649291992,@GloCare @GloCare it is now becoming unbearable for me. Because why will I load every time and they keep deducting my money without calling and have complained several times still nothing was done. Are you saying I should stop using glo mobile because it's unfair,@242257 Sincere apologies may we have the affected number for checks and assistance? GA,528097,0.0,
967837,"@GloCare if a friend share his data with me ,does it indirectly means I share mine with him too ?",data_issue,0.5569185614585876,@GloCare pls could explain what it means to share data,"@165623 Good morning, data sharing is adding number/s to browse on your data plan. SO",1050595,2.0,
658682,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,data_issue,0.5054962038993835,@GloCare Pls I need details of glo 1000 data plan of 4gb,@145578 Here: https://t.co/GvxBuIxUZL. ^GM,443641,0.0,
2945949,"@GloCare that Streaming #YouTube video from 1am-5:30am is it still on ?
Because I always buy data of #2.5k",data_plan_issue,0.5518165826797485,@GloCare Is it true that I can get Free YouTube streaming on my current Data plan from 1am to 5am,"@681151 Yes , you can enjoy the free youtube with a data plan of N500 and above. From 1.00pm to 5.30pm. DA",2358287,2.0,
